video_id,file_name,original_structure_formula,video_type,audience_trigger_type,audience_detail,age_trigger,identity_trigger,body_state_trigger,pain_point_trigger,result_trigger,risk_trigger,opening_style,opening_trigger_condition,opening_abrupt_risk,middle_delivery_type,middle_evidence_type,middle_fulfillment_level,ending_style,ending_trigger_condition,ending_abrupt_risk,transition_rule,rough_cut_start_advice,rough_cut_end_advice,discard_condition,manual_review_items,confidence,evidence
fv_0016,妈妈臀 臀凹陷一个动作饱满臀部.mp4,人群点名 + 痛点放大 + 单动作演示 + 坚持建议,body_care_knowledge,身份点名,产后妈妈/宝妈；女性/姐妹；臀凹陷/妈妈臀/扁平臀,无显式年龄,产后妈妈/宝妈；女性/姐妹,臀凹陷/妈妈臀/扁平臀,妈妈臀/臀凹陷/臀扁平,臀翘/臀饱满/蜜桃臀,单一方法过度承诺；效果承诺风险,结果承诺前置型,适合结果很明确且中段能展示过程的素材；本条结果锚点：臀翘/臀饱满/蜜桃臀。,如果只有结果字幕，没有动作过程或证据，开头会像硬广告。 风险词需要克制处理：单一方法过度承诺；效果承诺风险。,错误-正确对比拆解；单动作循环演示,对比画面/反例证据；连续动作帧证据；效果对比或结果提示证据,中：结构可用，但画面/说话/桥接仍需人工复核,轻行动/跟练指令收束,适合中段已经交付动作或原因后，用低压跟练、收藏、咨询入口收住。,如果中段未兑现，结尾直接行动号召会像硬转化。,结果前置后必须接过程证据或动作演示，结尾只能轻重申结果，不能再叠加新承诺。,从结果承诺和动作起势同时出现处开始，若前面有适用人群要一并保留。,留到跟练/收藏/咨询等轻行动完整出现；若出现强转化，交人工决定是否删减。,痛点没有被原因、动作或证据兑现时放弃，不能靠字幕硬接。,臀部形态改善效果承诺需业务事实待确认,medium_existing_analysis,时间码：00:00:00.000-00:00:13.305；关键帧：6帧均为女性背对镜头坐椅夹球，左侧插图展示臀部前后对比，字幕统一为‘每天坚持这个动作 臀饱满了’；证据索引：6帧均为女性背对镜头坐椅夹球，左侧插图展示臀部前后对比，字幕统一为‘每天坚持这个动作 臀饱满了’
fv_0017,30岁的女性练八爪鱼要多久6.2（4）.mp4,人群点名 + 低门槛动作 + 坚持建议,sports_teaching,年龄点名,30岁/30+女性；女性/姐妹,30岁/30+女性,女性/姐妹,无显式身体状态,无明确痛点触发,盆底紧致/八爪鱼/抓握力,单一方法过度承诺,结果承诺前置型,适合结果很明确且中段能展示过程的素材；本条结果锚点：盆底紧致/八爪鱼/抓握力。,如果只有结果字幕，没有动作过程或证据，开头会像硬广告。 风险词需要克制处理：单一方法过度承诺。,错误-正确对比拆解；分步口令/计数教学；单动作循环演示,对比画面/反例证据；字幕口令/次数证据；连续动作帧证据,高：开头问题、中段动作/解释、结尾收束基本闭环,轻行动/跟练指令收束,适合中段已经交付动作或原因后，用低压跟练、收藏、咨询入口收住。,如果中段未兑现，结尾直接行动号召会像硬转化。,结果前置后必须接过程证据或动作演示，结尾只能轻重申结果，不能再叠加新承诺。,从结果承诺和动作起势同时出现处开始，若前面有适用人群要一并保留。,留到跟练/收藏/咨询等轻行动完整出现；若出现强转化，交人工决定是否删减。,动作被遮挡、缺发力点/方向/次数，或只剩结果口号时放弃。,‘练八爪鱼’术语业务事实待确认；效果周期承诺需合规复核,high_existing_analysis,"时间码：00:00:00.000,00:00:03.511,00:00:07.022,00:00:10.532,00:00:14.043,00:00:17.554；关键帧：1.标题提问；2.动作演示+快慢周期对比；3.强调盆底肌训练；4.简化门槛‘只需要一个’；5.号召跟练；6.私信入口；证据索引：1.标题提问"
fv_0018,40岁女性练八爪鱼需要多久呢.mp4,人群点名 + 低门槛动作 + 坚持建议,sports_teaching,年龄点名,40岁/40+女性；女性/姐妹,40岁/40+女性,女性/姐妹,无显式身体状态,假胯宽/骨盆外翻/体态问题,盆底紧致/八爪鱼/抓握力,效果承诺风险,结果承诺前置型,适合结果很明确且中段能展示过程的素材；本条结果锚点：盆底紧致/八爪鱼/抓握力。,如果只有结果字幕，没有动作过程或证据，开头会像硬广告。 风险词需要克制处理：效果承诺风险。,分步口令/计数教学；图解/解剖辅助说明；原因解释/归因讲解,字幕口令/次数证据；图示/标注证据；口播或字幕解释证据,高：开头问题、中段动作/解释、结尾收束基本闭环,轻行动/跟练指令收束,适合中段已经交付动作或原因后，用低压跟练、收藏、咨询入口收住。,如果中段未兑现，结尾直接行动号召会像硬转化。,结果前置后必须接过程证据或动作演示，结尾只能轻重申结果，不能再叠加新承诺。,从结果承诺和动作起势同时出现处开始，若前面有适用人群要一并保留。,留到跟练/收藏/咨询等轻行动完整出现；若出现强转化，交人工决定是否删减。,动作被遮挡、缺发力点/方向/次数，或只剩结果口号时放弃。,‘八爪鱼’效果承诺需业务事实待确认,high_existing_analysis,"时间码：00:00, 00:03, 00:06, 00:10, 00:13, 00:16；关键帧：00:00跪姿准备；00:03加图示‘一周慢两周’；00:06仰卧抬腿；00:10侧卧动作；00:13平躺解释；00:16坐姿收尾；证据索引：00:00跪姿准备"
fv_0019,40岁女性练出J致的盆底肌需要多久？6.1.mp4,痛点问题 + 原因解释 + 方法交付,body_care_knowledge,年龄点名,40岁/40+女性；女性/姐妹；盆底松弛/盆底无力,40岁/40+女性,女性/姐妹,盆底松弛/盆底无力,盆底松弛无力,盆底紧致/八爪鱼/抓握力,效果承诺风险,结果承诺前置型,适合结果很明确且中段能展示过程的素材；本条结果锚点：盆底紧致/八爪鱼/抓握力。,如果只有结果字幕，没有动作过程或证据，开头会像硬广告。 风险词需要克制处理：效果承诺风险。,错误-正确对比拆解；分步口令/计数教学；图解/解剖辅助说明；原因解释/归因讲解,对比画面/反例证据；字幕口令/次数证据；图示/标注证据；口播或字幕解释证据；效果对比或结果提示证据,高：开头问题、中段动作/解释、结尾收束基本闭环,轻行动/跟练指令收束,适合中段已经交付动作或原因后，用低压跟练、收藏、咨询入口收住。,如果中段未兑现，结尾直接行动号召会像硬转化。,结果前置后必须接过程证据或动作演示，结尾只能轻重申结果，不能再叠加新承诺。,从结果承诺和动作起势同时出现处开始，若前面有适用人群要一并保留。,留到跟练/收藏/咨询等轻行动完整出现；若出现强转化，交人工决定是否删减。,痛点没有被原因、动作或证据兑现时放弃，不能靠字幕硬接。,‘练出J致’‘还能找回’等效果承诺需业务事实待确认,high_existing_analysis,"时间码：00:00,00:03,00:07,00:11,00:14,00:18；关键帧：00:00提问+人群；00:03演示坐姿+时间答案；00:07对比年龄差异；00:11追问原因；00:14解释原理；00:18强调可逆性；证据索引：00:00提问+人群"
fv_0020,40岁女性都想拥有灵动蜜桃臀6.15.mp4,人群点名 + 痛点放大 + 单动作演示 + 坚持建议,body_care_knowledge,年龄点名,40岁/40+女性；女性/姐妹；臀凹陷/妈妈臀/扁平臀,40岁/40+女性,女性/姐妹,臀凹陷/妈妈臀/扁平臀,假胯宽/骨盆外翻/体态问题,臀翘/臀饱满/蜜桃臀,效果承诺风险,结果承诺前置型,适合结果很明确且中段能展示过程的素材；本条结果锚点：臀翘/臀饱满/蜜桃臀。,如果只有结果字幕，没有动作过程或证据，开头会像硬广告。 风险词需要克制处理：效果承诺风险。,原因解释/归因讲解,口播或字幕解释证据,高：开头问题、中段动作/解释、结尾收束基本闭环,结果/价值重申收束,适合结果前置或痛点解决类视频，用结果回扣前文价值。,如果结果承诺没有过程证据，结尾会显得夸大。,结果前置后必须接过程证据或动作演示，结尾只能轻重申结果，不能再叠加新承诺。,从结果承诺和动作起势同时出现处开始，若前面有适用人群要一并保留。,留到结果回扣前文价值，不要额外拼接新结果。,痛点没有被原因、动作或证据兑现时放弃，不能靠字幕硬接。,‘蜜桃臀’效果承诺需业务事实待确认,high_existing_analysis,"时间码：00:00, 00:03.64, 00:07.27, 00:10.91, 00:14.55, 00:18.18；关键帧：00:00背影点题；00:03.64侧后方动作初现；00:07.27强调‘不分年龄’；00:10.91提问式引导；00:14.55特写卷纸示意训练工具；00:18.18正面坐姿收束；证据索引：00:00背影点题"
fv_0021,40岁的女性修复盆底肌要多久.mp4,痛点问题 + 原因解释 + 方法交付,body_care_knowledge,年龄点名,40岁/40+女性；女性/姐妹；盆底松弛/盆底无力,40岁/40+女性,女性/姐妹,盆底松弛/盆底无力,盆底松弛无力,盆底紧致/八爪鱼/抓握力,效果承诺风险,结果承诺前置型,适合结果很明确且中段能展示过程的素材；本条结果锚点：盆底紧致/八爪鱼/抓握力。,如果只有结果字幕，没有动作过程或证据，开头会像硬广告。 风险词需要克制处理：效果承诺风险。,图解/解剖辅助说明；原因解释/归因讲解,图示/标注证据；口播或字幕解释证据,高：开头问题、中段动作/解释、结尾收束基本闭环,轻行动/跟练指令收束,适合中段已经交付动作或原因后，用低压跟练、收藏、咨询入口收住。,如果中段未兑现，结尾直接行动号召会像硬转化。,结果前置后必须接过程证据或动作演示，结尾只能轻重申结果，不能再叠加新承诺。,从结果承诺和动作起势同时出现处开始，若前面有适用人群要一并保留。,留到跟练/收藏/咨询等轻行动完整出现；若出现强转化，交人工决定是否删减。,痛点没有被原因、动作或证据兑现时放弃，不能靠字幕硬接。,修复时长承诺、效果关联性需业务事实待确认,high_existing_analysis,"时间码：00:00:00.000, 00:00:03.697, 00:00:07.393, 00:00:11.090, 00:00:14.786, 00:00:18.483；关键帧：帧1：标题提问+人物正面坐姿；帧2：给出时间范围‘快7天半个月’；帧3：否定年龄相关性；帧4：聚焦‘精致已婚女人’群体；帧5：解释普遍认知；帧6：转向背部视角+工具图示暗示解决方案；证据索引：帧1：标题提问+人物正面坐姿"
fv_0022,40岁的女性修复盆底肌要多久？.mp4,痛点问题 + 原因解释 + 方法交付,body_care_knowledge,年龄点名,40岁/40+女性；女性/姐妹,40岁/40+女性,女性/姐妹,无显式身体状态,无明确痛点触发,盆底紧致/八爪鱼/抓握力,效果承诺风险,结果承诺前置型,适合结果很明确且中段能展示过程的素材；本条结果锚点：盆底紧致/八爪鱼/抓握力。,如果只有结果字幕，没有动作过程或证据，开头会像硬广告。 风险词需要克制处理：效果承诺风险。,图解/解剖辅助说明；原因解释/归因讲解,图示/标注证据；口播或字幕解释证据；效果对比或结果提示证据,高：开头问题、中段动作/解释、结尾收束基本闭环,轻行动/跟练指令收束,适合中段已经交付动作或原因后，用低压跟练、收藏、咨询入口收住。,如果中段未兑现，结尾直接行动号召会像硬转化。,结果前置后必须接过程证据或动作演示，结尾只能轻重申结果，不能再叠加新承诺。,从结果承诺和动作起势同时出现处开始，若前面有适用人群要一并保留。,留到跟练/收藏/咨询等轻行动完整出现；若出现强转化，交人工决定是否删减。,痛点没有被原因、动作或证据兑现时放弃，不能靠字幕硬接。,业务事实待确认：修复时长、包裹感等效果描述需医学依据,high_existing_analysis,"时间码：00:00, 00:03.7, 00:07.4, 00:11.1, 00:14.8, 00:18.5；关键帧：00:00提问+人群；00:03.7时间承诺；00:07.4年龄无关；00:11.1已婚痛点；00:14.8经验共识；00:18.5效果感知；证据索引：00:00提问+人群"
fv_0023,40岁的女性练出八爪鱼要多久.mp4,人群点名 + 痛点放大 + 单动作演示 + 坚持建议,body_care_knowledge,年龄点名,40岁/40+女性；女性/姐妹；盆底松弛/盆底无力,40岁/40+女性,女性/姐妹,盆底松弛/盆底无力,盆底松弛无力,盆底紧致/八爪鱼/抓握力,无明确风险触发,结果承诺前置型,适合结果很明确且中段能展示过程的素材；本条结果锚点：盆底紧致/八爪鱼/抓握力。,如果只有结果字幕，没有动作过程或证据，开头会像硬广告。,单动作循环演示；图解/解剖辅助说明；原因解释/归因讲解,连续动作帧证据；图示/标注证据；口播或字幕解释证据,高：开头问题、中段动作/解释、结尾收束基本闭环,结果/价值重申收束,适合结果前置或痛点解决类视频，用结果回扣前文价值。,如果结果承诺没有过程证据，结尾会显得夸大。,结果前置后必须接过程证据或动作演示，结尾只能轻重申结果，不能再叠加新承诺。,从结果承诺和动作起势同时出现处开始，若前面有适用人群要一并保留。,留到结果回扣前文价值，不要额外拼接新结果。,痛点没有被原因、动作或证据兑现时放弃，不能靠字幕硬接。,‘八爪鱼’为非医学术语，效果承诺需业务事实待确认,high_existing_analysis,"时间码：00:00, 00:03, 00:06, 00:10, 00:13, 00:16；关键帧：00:00标题提问；00:03起四足跪姿垫膝练习；00:06加文字‘和年龄无关’；00:10出现盆底肌图示；00:13强调‘练过盆底肌’；00:16总结‘还会有八爪鱼般’；证据索引：00:00标题提问"
fv_0024,40岁的女性练出八爪鱼需要多久？.mp4,痛点问题 + 原因解释 + 方法交付,knowledge_explainer,年龄点名,40岁/40+女性；女性/姐妹,40岁/40+女性,女性/姐妹,无显式身体状态,无明确痛点触发,盆底紧致/八爪鱼/抓握力；体态改善/抗衰状态,无明确风险触发,结果承诺前置型,适合结果很明确且中段能展示过程的素材；本条结果锚点：盆底紧致/八爪鱼/抓握力；体态改善/抗衰状态。,如果只有结果字幕，没有动作过程或证据，开头会像硬广告。,分步口令/计数教学；图解/解剖辅助说明；原因解释/归因讲解,字幕口令/次数证据；图示/标注证据；口播或字幕解释证据,高：开头问题、中段动作/解释、结尾收束基本闭环,轻行动/跟练指令收束,适合中段已经交付动作或原因后，用低压跟练、收藏、咨询入口收住。,如果中段未兑现，结尾直接行动号召会像硬转化。,结果前置后必须接过程证据或动作演示，结尾只能轻重申结果，不能再叠加新承诺。,从结果承诺和动作起势同时出现处开始，若前面有适用人群要一并保留。,留到跟练/收藏/咨询等轻行动完整出现；若出现强转化，交人工决定是否删减。,痛点没有被原因、动作或证据兑现时放弃，不能靠字幕硬接。,‘八爪鱼’效果承诺需标注业务事实待确认,high_existing_analysis,"时间码：00:00,00:03,00:06,00:10,00:13,00:16；关键帧：00:00设问；00:03提‘一周慢两周’；00:06比年龄；00:10问高段位女性；00:13释盆底肌；00:16展抓握力关联；证据索引：00:00设问"
fv_0025,40＋的女性修复盆底肌要多久6.15.mp4,人群点名 + 痛点放大 + 单动作演示 + 坚持建议,body_care_knowledge,年龄点名,40岁/40+女性；女性/姐妹；盆底松弛/盆底无力,40岁/40+女性,女性/姐妹,盆底松弛/盆底无力,盆底松弛无力,盆底紧致/八爪鱼/抓握力,效果承诺风险,结果承诺前置型,适合结果很明确且中段能展示过程的素材；本条结果锚点：盆底紧致/八爪鱼/抓握力。,如果只有结果字幕，没有动作过程或证据，开头会像硬广告。 风险词需要克制处理：效果承诺风险。,分步口令/计数教学,字幕口令/次数证据,高：开头问题、中段动作/解释、结尾收束基本闭环,轻行动/跟练指令收束,适合中段已经交付动作或原因后，用低压跟练、收藏、咨询入口收住。,如果中段未兑现，结尾直接行动号召会像硬转化。,结果前置后必须接过程证据或动作演示，结尾只能轻重申结果，不能再叠加新承诺。,从结果承诺和动作起势同时出现处开始，若前面有适用人群要一并保留。,留到跟练/收藏/咨询等轻行动完整出现；若出现强转化，交人工决定是否删减。,痛点没有被原因、动作或证据兑现时放弃，不能靠字幕硬接。,修复周期数据来源待确认；效果承诺需合规审查,high_existing_analysis,"时间码：00:00:00.000, 00:00:03.757, 00:00:07.514, 00:00:11.271, 00:00:15.028, 00:00:18.785；关键帧：左上：坐姿训练+痛点提问；中上：椅上动作+周期提示；右上：跪姿球压+年龄关联；左下：侧卧特写+婚姻人群设问；中下：坐姿收尾+经验背书；右下：放松姿态+开放结尾；证据索引：左上：坐姿训练+痛点提问"
fv_0026,40＋的姐妹练出紧致的盆底肌.mp4,人群点名 + 低门槛动作 + 坚持建议,body_care_knowledge,身体状态点名,40岁/40+女性；女性/姐妹；漏尿/漏水/漏气人群；盆底松弛/盆底无力,40岁/40+女性,女性/姐妹,漏尿/漏水/漏气人群；盆底松弛/盆底无力,漏尿漏水尴尬；盆底松弛无力,盆底紧致/八爪鱼/抓握力,医学/健康边界风险；效果承诺风险,结果承诺前置型,适合结果很明确且中段能展示过程的素材；本条结果锚点：盆底紧致/八爪鱼/抓握力。,如果只有结果字幕，没有动作过程或证据，开头会像硬广告。 风险词需要克制处理：医学/健康边界风险；效果承诺风险。,错误-正确对比拆解；分步口令/计数教学,对比画面/反例证据；字幕口令/次数证据；效果对比或结果提示证据,高：开头问题、中段动作/解释、结尾收束基本闭环,风险提醒收束,适合误区、禁忌、健康边界较强的内容，结尾要留到提醒说完。,如果前文没有解释风险来源，结尾突然提醒会像吓人。,结果前置后必须接过程证据或动作演示，结尾只能轻重申结果，不能再叠加新承诺。,从结果承诺和动作起势同时出现处开始，若前面有适用人群要一并保留。,必须留到风险提醒/注意事项完整说完，必要时向后多留3-10秒。,动作被遮挡、缺发力点/方向/次数，或只剩结果口号时放弃。,盆底肌训练效果承诺需医学依据，业务事实待确认,high_existing_analysis,"时间码：00:00:00.000,00:00:05.410,00:00:10.820,00:00:16.231,00:00:21.641,00:00:27.051；关键帧：1.正面坐姿拍击100次；2.背面坐姿强调坚持；3.对比松弛后果；4.前后晃动100次；5.魔力转圈100次；6.点出漏尿隐患；证据索引：1.正面坐姿拍击100次"
fv_0027,5月15日.mp4,错误动作 + 正确动作 + 原因解释,movement_correction,动作状态点名,练错动作/误区人群,无显式年龄,无显式身份,练错动作/误区人群,假胯宽/骨盆外翻/体态问题；练错动作/误区,无明确结果触发,效果承诺风险,误区/错误先抛型,适合已有错误动作、错误认知或反面案例的素材，开头后必须马上解释为什么错。,如果只保留错误/恐吓画面，后面不接同一问题的原因和正确做法，会突兀。 风险词需要克制处理：效果承诺风险。,错误-正确对比拆解；分步口令/计数教学；单动作循环演示,对比画面/反例证据；字幕口令/次数证据；连续动作帧证据,高：开头问题、中段动作/解释、结尾收束基本闭环,结果/价值重申收束,适合结果前置或痛点解决类视频，用结果回扣前文价值。,如果结果承诺没有过程证据，结尾会显得夸大。,错误/误区开头后必须接同一错误的原因解释，再接正确动作；结尾用定型或安全提醒。,从错误动作或误区字幕完整出现处开始，保留观众能识别错误的画面。,留到结果回扣前文价值，不要额外拼接新结果。,看不出错误和正确差异，或错误后没有解释/正确动作时放弃。,业务事实待确认：臀桥对‘肚子小了’‘胳膊瘦了’的因果关系,high_existing_analysis,时间码：00:00:00.000-00:00:20.039；关键帧：全片同一场景，人物做臀桥动作；每帧含主画面+两小图对比（塌腰/挺脊），字幕重复核心要点；动作从起始→顶峰→回落循环演示；证据索引：全片同一场景，人物做臀桥动作
fv_0028,5月16日.mp4,错误动作 + 正确动作 + 原因解释,movement_correction,身体状态点名,盆底松弛/盆底无力；练错动作/误区人群,无显式年龄,无显式身份,盆底松弛/盆底无力；练错动作/误区人群,盆底松弛无力；练错动作/误区,无明确结果触发,无明确风险触发,误区/错误先抛型,适合已有错误动作、错误认知或反面案例的素材，开头后必须马上解释为什么错。,如果只保留错误/恐吓画面，后面不接同一问题的原因和正确做法，会突兀。,分步口令/计数教学,字幕口令/次数证据,高：开头问题、中段动作/解释、结尾收束基本闭环,结果/价值重申收束,适合结果前置或痛点解决类视频，用结果回扣前文价值。,如果结果承诺没有过程证据，结尾会显得夸大。,错误/误区开头后必须接同一错误的原因解释，再接正确动作；结尾用定型或安全提醒。,从错误动作或误区字幕完整出现处开始，保留观众能识别错误的画面。,留到结果回扣前文价值，不要额外拼接新结果。,看不出错误和正确差异，或错误后没有解释/正确动作时放弃。,业务事实待确认,high_existing_analysis,"时间码：00:00:00.000, 00:00:05.229, 00:00:10.458, 00:00:15.687, 00:00:20.916, 00:00:26.145；关键帧：00:00:00：跪姿持球准备；00:05:22：俯身滚动；00:10:45：回滚调整；00:15:68：放松阶段；00:20:91：侧卧收束；00:26:14：平躺紧致定格；证据索引：00:00:00：跪姿持球准备"
fv_0029,一个动作让你练出紧致的盆底肌.mp4,人群点名 + 低门槛动作 + 坚持建议,sports_teaching,身体状态点名,盆底松弛/盆底无力,无显式年龄,无显式身份,盆底松弛/盆底无力,盆底松弛无力,盆底紧致/八爪鱼/抓握力,单一方法过度承诺；效果承诺风险,结果承诺前置型,适合结果很明确且中段能展示过程的素材；本条结果锚点：盆底紧致/八爪鱼/抓握力。,如果只有结果字幕，没有动作过程或证据，开头会像硬广告。 风险词需要克制处理：单一方法过度承诺；效果承诺风险。,错误-正确对比拆解；分步口令/计数教学；图解/解剖辅助说明,对比画面/反例证据；字幕口令/次数证据；图示/标注证据；效果对比或结果提示证据,高：开头问题、中段动作/解释、结尾收束基本闭环,轻行动/跟练指令收束,适合中段已经交付动作或原因后，用低压跟练、收藏、咨询入口收住。,如果中段未兑现，结尾直接行动号召会像硬转化。,结果前置后必须接过程证据或动作演示，结尾只能轻重申结果，不能再叠加新承诺。,从结果承诺和动作起势同时出现处开始，若前面有适用人群要一并保留。,留到跟练/收藏/咨询等轻行动完整出现；若出现强转化，交人工决定是否删减。,动作被遮挡、缺发力点/方向/次数，或只剩结果口号时放弃。,盆底肌紧致效果属医疗宣称，业务事实待确认,high_existing_analysis,"时间码：00:00:00.000,00:00:05.967,00:00:11.935,00:00:17.902,00:00:23.870,00:00:29.837；关键帧：0s标题+起始躺姿；6s屈膝准备位；12s插入修复前后图+吸气放松；18s维持姿势；24s强调5分钟练习；30s结束定格；证据索引：0s标题+起始躺姿"
fv_0030,一个小球四个动作轻松瘦腰翘臀6.2（2）.mp4,人群点名 + 低门槛动作 + 坚持建议,sports_teaching,身体状态点名,产后妈妈/宝妈；盆底松弛/盆底无力；臀凹陷/妈妈臀/扁平臀；练错动作/误区人群,无显式年龄,产后妈妈/宝妈,盆底松弛/盆底无力；臀凹陷/妈妈臀/扁平臀；练错动作/误区人群,盆底松弛无力；妈妈臀/臀凹陷/臀扁平；练错动作/误区,无明确结果触发,单一方法过度承诺；效果承诺风险,痛点可视化/问题先抛型,适合能把身体困扰具体化的素材；本条痛点锚点：盆底松弛无力；妈妈臀/臀凹陷/臀扁平；练错动作/误区。,如果痛点太大但中段只给无关动作，开头会显得焦虑化且不兑现。 风险词需要克制处理：单一方法过度承诺；效果承诺风险。,错误-正确对比拆解；分步口令/计数教学；多动作组合演示,对比画面/反例证据；字幕口令/次数证据；多动作段落证据；效果对比或结果提示证据,高：开头问题、中段动作/解释、结尾收束基本闭环,结果/价值重申收束,适合结果前置或痛点解决类视频，用结果回扣前文价值。,如果结果承诺没有过程证据，结尾会显得夸大。,痛点开头后必须接原因、动作或可见方案，结尾用跟练/注意事项收住。,向前保留痛点出现前的主语和第一帧痛点画面，不能只截结果词。,留到结果回扣前文价值，不要额外拼接新结果。,动作被遮挡、缺发力点/方向/次数，或只剩结果口号时放弃。,效果承诺表述需合规审查；业务事实待确认,high_existing_analysis,"时间码：00:00:00.000,00:00:04.124,00:00:08.248,00:00:12.371,00:00:16.495,00:00:20.619；关键帧：0s坐小球错误姿势→4s调整后坐姿+字幕效果→8s换椅坐姿→12s左右摆臀动作→16s正面坐球示范→20s臀部对比图+幽默文案；证据索引：0s坐小球错误姿势→4s调整后坐姿+字幕效果→8s换椅坐姿→12s左右摆臀动作→16s正面坐球示范→20s臀部对比图+幽默文案"
fv_0031,一个小球帮你练出少女腹.mp4,人群点名 + 低门槛动作 + 坚持建议,sports_teaching,身份点名,女性/姐妹；盆底松弛/盆底无力,无显式年龄,女性/姐妹,盆底松弛/盆底无力,盆底松弛无力,小腹平/肚子平,单一方法过度承诺,结果承诺前置型,适合结果很明确且中段能展示过程的素材；本条结果锚点：小腹平/肚子平。,如果只有结果字幕，没有动作过程或证据，开头会像硬广告。 风险词需要克制处理：单一方法过度承诺。,分步口令/计数教学；图解/解剖辅助说明,字幕口令/次数证据；图示/标注证据,高：开头问题、中段动作/解释、结尾收束基本闭环,轻行动/跟练指令收束,适合中段已经交付动作或原因后，用低压跟练、收藏、咨询入口收住。,如果中段未兑现，结尾直接行动号召会像硬转化。,结果前置后必须接过程证据或动作演示，结尾只能轻重申结果，不能再叠加新承诺。,从结果承诺和动作起势同时出现处开始，若前面有适用人群要一并保留。,留到跟练/收藏/咨询等轻行动完整出现；若出现强转化，交人工决定是否删减。,动作被遮挡、缺发力点/方向/次数，或只剩结果口号时放弃。,‘少女腹’效果承诺需医学依据；动作安全性待确认,high_existing_analysis,时间码：00:00:00.000–00:00:10.077；关键帧：6帧均显示女性背对镜头坐瑜伽球上做呼吸后仰动作，字幕统一为‘西方回春术’+每日百次+越练越致；左下角图标随呼吸阶段变化（鱼→鸟→箭头等）；证据索引：6帧均显示女性背对镜头坐瑜伽球上做呼吸后仰动作，字幕统一为‘西方回春术’+每日百次+越练越致
fv_0032,一个瑜伽小球告别小肚腩妈妈臀.mp4,人群点名 + 痛点放大 + 单动作演示 + 坚持建议,body_care_knowledge,身份点名,产后妈妈/宝妈；女性/姐妹；臀凹陷/妈妈臀/扁平臀,无显式年龄,产后妈妈/宝妈；女性/姐妹,臀凹陷/妈妈臀/扁平臀,妈妈臀/臀凹陷/臀扁平；假胯宽/骨盆外翻/体态问题,臀翘/臀饱满/蜜桃臀；腰细/胯小/腿细；体态改善/抗衰状态,效果承诺风险,结果承诺前置型,适合结果很明确且中段能展示过程的素材；本条结果锚点：臀翘/臀饱满/蜜桃臀；腰细/胯小/腿细；体态改善/抗衰状态。,如果只有结果字幕，没有动作过程或证据，开头会像硬广告。 风险词需要克制处理：效果承诺风险。,错误-正确对比拆解；单动作循环演示,对比画面/反例证据；连续动作帧证据；效果对比或结果提示证据,高：开头问题、中段动作/解释、结尾收束基本闭环,轻行动/跟练指令收束,适合中段已经交付动作或原因后，用低压跟练、收藏、咨询入口收住。,如果中段未兑现，结尾直接行动号召会像硬转化。,结果前置后必须接过程证据或动作演示，结尾只能轻重申结果，不能再叠加新承诺。,从结果承诺和动作起势同时出现处开始，若前面有适用人群要一并保留。,留到跟练/收藏/咨询等轻行动完整出现；若出现强转化，交人工决定是否删减。,痛点没有被原因、动作或证据兑现时放弃，不能靠字幕硬接。,效果承诺‘腰细了臀翘了’需业务事实待确认,high_existing_analysis,时间码：00:00:00.000-00:00:15.209；关键帧：6帧均为女性背对镜头坐瑜伽球上做骨盆卷动，左下角小图对比臀部形态，字幕统一强调适用人群、动作时长与预期效果；证据索引：6帧均为女性背对镜头坐瑜伽球上做骨盆卷动，左下角小图对比臀部形态，字幕统一强调适用人群、动作时长与预期效果
