video_id,file_name,original_structure_formula,video_type,audience_trigger_type,audience_detail,age_trigger,identity_trigger,body_state_trigger,pain_point_trigger,result_trigger,risk_trigger,opening_style,opening_trigger_condition,opening_abrupt_risk,middle_delivery_type,middle_evidence_type,middle_fulfillment_level,ending_style,ending_trigger_condition,ending_abrupt_risk,transition_rule,rough_cut_start_advice,rough_cut_end_advice,discard_condition,manual_review_items,confidence,evidence
fv_0084,只需一个小球让盆底肌越练越紧.mp4,人群点名 + 低门槛动作 + 坚持建议,body_care_knowledge,泛人群/场景点名,未显式细分_基于画面或标题待复核,无显式年龄,无显式身份,无显式身体状态,无明确痛点触发,盆底紧致/八爪鱼/抓握力,单一方法过度承诺,结果承诺前置型,适合结果很明确且中段能展示过程的素材；本条结果锚点：盆底紧致/八爪鱼/抓握力。,如果只有结果字幕，没有动作过程或证据，开头会像硬广告。 风险词需要克制处理：单一方法过度承诺。,分步口令/计数教学,字幕口令/次数证据,高：开头问题、中段动作/解释、结尾收束基本闭环,动作完成/视觉定型收束,适合动作教学类素材，保留动作完成位或定型姿态。,如果动作还没完成就切掉，结尾会断。,结果前置后必须接过程证据或动作演示，结尾只能轻重申结果，不能再叠加新承诺。,从结果承诺和动作起势同时出现处开始，若前面有适用人群要一并保留。,留到动作定型或最后一次完整循环结束，避免切在半个动作。,动作被遮挡、缺发力点/方向/次数，或只剩结果口号时放弃。,盆底肌训练效果承诺需业务事实待确认,high_existing_analysis,时间码：00:00:00.000-00:00:38.289；关键帧：0s持球坐姿预告；7.66s向两边拨开；15.32s坐骨定位；22.97s左右下压提拉；30.63s带动坐骨；38.29s收势微笑；证据索引：0s持球坐姿预告
fv_0085,只需一个小球跑跳尴尬没有了.mp4,痛点可视化 + 解决方案 + 效果对比 + 行动指令,movement_correction,身体状态点名,漏尿/漏水/漏气人群,无显式年龄,无显式身份,漏尿/漏水/漏气人群,漏尿漏水尴尬,漏尿漏水改善,单一方法过度承诺；效果承诺风险,结果承诺前置型,适合结果很明确且中段能展示过程的素材；本条结果锚点：漏尿漏水改善。,如果只有结果字幕，没有动作过程或证据，开头会像硬广告。 风险词需要克制处理：单一方法过度承诺；效果承诺风险。,分步口令/计数教学,字幕口令/次数证据；效果对比或结果提示证据,高：开头问题、中段动作/解释、结尾收束基本闭环,轻行动/跟练指令收束,适合中段已经交付动作或原因后，用低压跟练、收藏、咨询入口收住。,如果中段未兑现，结尾直接行动号召会像硬转化。,结果前置后必须接过程证据或动作演示，结尾只能轻重申结果，不能再叠加新承诺。,从结果承诺和动作起势同时出现处开始，若前面有适用人群要一并保留。,留到跟练/收藏/咨询等轻行动完整出现；若出现强转化，交人工决定是否删减。,痛点没有被原因、动作或证据兑现时放弃，不能靠字幕硬接。,业务事实待确认：小球跑跳对盆底肌改善效果,high_existing_analysis,"时间码：00:00:00.000, 00:00:04.421, 00:00:08.842, 00:00:13.263, 00:00:17.684, 00:00:22.105；关键帧：0s：前后摆动100次；4.4s：坐姿标准示范；8.8s：强调盆底肌；13.3s：左右提臀100次；17.7s：上下拍打100次；22.1s：点题‘跑跳尴尬的小问题’；证据索引：0s：前后摆动100次"
fv_0086,只需一个瑜伽小球就能锻炼盆底肌6.16.mp4,人群点名 + 低门槛动作 + 坚持建议,sports_teaching,身体状态点名,女性/姐妹；盆底松弛/盆底无力；膨出/脱垂/下垂,无显式年龄,女性/姐妹,盆底松弛/盆底无力；膨出/脱垂/下垂,盆底松弛无力；膨出脱垂/下垂,盆底紧致/八爪鱼/抓握力,单一方法过度承诺,结果承诺前置型,适合结果很明确且中段能展示过程的素材；本条结果锚点：盆底紧致/八爪鱼/抓握力。,如果只有结果字幕，没有动作过程或证据，开头会像硬广告。 风险词需要克制处理：单一方法过度承诺。,分步口令/计数教学；单动作循环演示,字幕口令/次数证据；连续动作帧证据,高：开头问题、中段动作/解释、结尾收束基本闭环,动作完成/视觉定型收束,适合动作教学类素材，保留动作完成位或定型姿态。,如果动作还没完成就切掉，结尾会断。,结果前置后必须接过程证据或动作演示，结尾只能轻重申结果，不能再叠加新承诺。,从结果承诺和动作起势同时出现处开始，若前面有适用人群要一并保留。,留到动作定型或最后一次完整循环结束，避免切在半个动作。,动作被遮挡、缺发力点/方向/次数，或只剩结果口号时放弃。,业务事实待确认：瑜伽小球对盆底肌锻炼效果需医学依据,high_existing_analysis,时间码：00:00:00.000-00:00:19.435；关键帧：6帧均为同一女性坐姿演示盆底肌收缩动作，配合‘紧致/下垂/4指’等字幕提示，动作幅度微调循环，无场景/服装/道具变化；证据索引：6帧均为同一女性坐姿演示盆底肌收缩动作，配合‘紧致/下垂/4指’等字幕提示，动作幅度微调循环，无场景/服装/道具变化
fv_0087,只需一个瑜伽小球轻松养出好体态6.1（5）.mp4,人群点名 + 低门槛动作 + 坚持建议,sports_teaching,泛人群/场景点名,未显式细分_基于画面或标题待复核,无显式年龄,无显式身份,无显式身体状态,假胯宽/骨盆外翻/体态问题；抗衰/好状态焦虑,体态改善/抗衰状态,单一方法过度承诺；效果承诺风险,结果承诺前置型,适合结果很明确且中段能展示过程的素材；本条结果锚点：体态改善/抗衰状态。,如果只有结果字幕，没有动作过程或证据，开头会像硬广告。 风险词需要克制处理：单一方法过度承诺；效果承诺风险。,分步口令/计数教学；图解/解剖辅助说明,字幕口令/次数证据；图示/标注证据,高：开头问题、中段动作/解释、结尾收束基本闭环,结果/价值重申收束,适合结果前置或痛点解决类视频，用结果回扣前文价值。,如果结果承诺没有过程证据，结尾会显得夸大。,结果前置后必须接过程证据或动作演示，结尾只能轻重申结果，不能再叠加新承诺。,从结果承诺和动作起势同时出现处开始，若前面有适用人群要一并保留。,留到结果回扣前文价值，不要额外拼接新结果。,动作被遮挡、缺发力点/方向/次数，或只剩结果口号时放弃。,‘养出好体态’效果承诺需业务事实待确认,high_existing_analysis,"时间码：00:00, 00:03.67, 00:07.34, 00:11.01, 00:14.68, 00:18.34；关键帧：00:00背坐椅球；00:03.67坐球微屈膝；00:07.34侧坐讲盆底肌；00:11.01魔力转圈；00:14.68上下拍打；00:18.34跪姿跳水+卡通贴图；证据索引：00:00背坐椅球"
fv_0088,只需一个瑜伽小球髋灵活了臀翘了6.8.mp4,痛点可视化 + 解决方案 + 效果对比 + 行动指令,sports_teaching,身体状态点名,臀凹陷/妈妈臀/扁平臀,无显式年龄,无显式身份,臀凹陷/妈妈臀/扁平臀,妈妈臀/臀凹陷/臀扁平；假胯宽/骨盆外翻/体态问题,臀翘/臀饱满/蜜桃臀,单一方法过度承诺；效果承诺风险,结果承诺前置型,适合结果很明确且中段能展示过程的素材；本条结果锚点：臀翘/臀饱满/蜜桃臀。,如果只有结果字幕，没有动作过程或证据，开头会像硬广告。 风险词需要克制处理：单一方法过度承诺；效果承诺风险。,错误-正确对比拆解；图解/解剖辅助说明；原因解释/归因讲解,对比画面/反例证据；图示/标注证据；口播或字幕解释证据；效果对比或结果提示证据,高：开头问题、中段动作/解释、结尾收束基本闭环,轻行动/跟练指令收束,适合中段已经交付动作或原因后，用低压跟练、收藏、咨询入口收住。,如果中段未兑现，结尾直接行动号召会像硬转化。,结果前置后必须接过程证据或动作演示，结尾只能轻重申结果，不能再叠加新承诺。,从结果承诺和动作起势同时出现处开始，若前面有适用人群要一并保留。,留到跟练/收藏/咨询等轻行动完整出现；若出现强转化，交人工决定是否删减。,痛点没有被原因、动作或证据兑现时放弃，不能靠字幕硬接。,臀翘效果承诺需业务事实待确认,high_existing_analysis,"时间码：00:00:00,00:00:02,00:00:04,00:00:07,00:00:09,00:00:11；关键帧：00:00:00背坐球+标题；00:00:02侧身+骨盆图解；00:00:04手扶头+修复前后图；00:00:07跨坐球+修复箭头图；00:00:09正坐+科技费文字；00:00:11侧展+臀翘结果图；证据索引：00:00:00背坐球+标题"
fv_0089,只需三个动作帮你瘦臀瘦肚子.mp4,痛点可视化 + 解决方案 + 效果对比 + 行动指令,sports_teaching,身体状态点名,盆底松弛/盆底无力,无显式年龄,无显式身份,盆底松弛/盆底无力,盆底松弛无力；假胯宽/骨盆外翻/体态问题,无明确结果触发,单一方法过度承诺；效果承诺风险,结果承诺前置型,适合结果很明确且中段能展示过程的素材；本条结果锚点：无明确结果触发。,如果只有结果字幕，没有动作过程或证据，开头会像硬广告。 风险词需要克制处理：单一方法过度承诺；效果承诺风险。,错误-正确对比拆解；分步口令/计数教学；多动作组合演示；图解/解剖辅助说明,对比画面/反例证据；字幕口令/次数证据；多动作段落证据；图示/标注证据,高：开头问题、中段动作/解释、结尾收束基本闭环,轻行动/跟练指令收束,适合中段已经交付动作或原因后，用低压跟练、收藏、咨询入口收住。,如果中段未兑现，结尾直接行动号召会像硬转化。,结果前置后必须接过程证据或动作演示，结尾只能轻重申结果，不能再叠加新承诺。,从结果承诺和动作起势同时出现处开始，若前面有适用人群要一并保留。,留到跟练/收藏/咨询等轻行动完整出现；若出现强转化，交人工决定是否删减。,痛点没有被原因、动作或证据兑现时放弃，不能靠字幕硬接。,瘦臀瘦肚子效果承诺需业务事实待确认,high_existing_analysis,"时间码：00:00:00.000, 00:00:03.850, 00:00:07.700, 00:00:11.549, 00:00:15.399, 00:00:19.249；关键帧：0s:臀腹对比图+标题；3.85s:动态臀桥演示+100次标注；7.7s:仰卧抬臀动作+每日指令；11.55s:骨内侧收紧图示；15.4s:钻石臀桥+100次；19.25s:线条流畅对比+完成态；证据索引：0s:臀腹对比图+标题"
fv_0090,只需三个动作臀饱满腰背挺拔6.15.mp4,人群点名 + 低门槛动作 + 坚持建议,movement_correction,身体状态点名,臀凹陷/妈妈臀/扁平臀,无显式年龄,无显式身份,臀凹陷/妈妈臀/扁平臀,妈妈臀/臀凹陷/臀扁平,臀翘/臀饱满/蜜桃臀,单一方法过度承诺；效果承诺风险,结果承诺前置型,适合结果很明确且中段能展示过程的素材；本条结果锚点：臀翘/臀饱满/蜜桃臀。,如果只有结果字幕，没有动作过程或证据，开头会像硬广告。 风险词需要克制处理：单一方法过度承诺；效果承诺风险。,错误-正确对比拆解；分步口令/计数教学；多动作组合演示,对比画面/反例证据；字幕口令/次数证据；多动作段落证据；效果对比或结果提示证据,高：开头问题、中段动作/解释、结尾收束基本闭环,轻行动/跟练指令收束,适合中段已经交付动作或原因后，用低压跟练、收藏、咨询入口收住。,如果中段未兑现，结尾直接行动号召会像硬转化。,结果前置后必须接过程证据或动作演示，结尾只能轻重申结果，不能再叠加新承诺。,从结果承诺和动作起势同时出现处开始，若前面有适用人群要一并保留。,留到跟练/收藏/咨询等轻行动完整出现；若出现强转化，交人工决定是否删减。,动作被遮挡、缺发力点/方向/次数，或只剩结果口号时放弃。,臀部形态改善效果承诺需业务事实待确认,high_existing_analysis,"时间码：00:00:00.000,00:00:03.274,00:00:06.548,00:00:09.822,00:00:13.096,00:00:16.370；关键帧：1.仰卧抬臀起始+标题；2.动态臀桥+100次指令；3.保持姿势+每日坚持；4.坐姿收盆底+目标说明；5.坐姿滚动+100次量化；6.坐姿上翘+效果图对比；证据索引：1.仰卧抬臀起始+标题"
fv_0091,只需三个动作让P底紧致Q弹.mp4,痛点可视化 + 解决方案 + 效果对比 + 行动指令,body_care_knowledge,身体状态点名,盆底松弛/盆底无力；小腹凸/悬垂腹/腹压问题；臀凹陷/妈妈臀/扁平臀,无显式年龄,无显式身份,盆底松弛/盆底无力；小腹凸/悬垂腹/腹压问题；臀凹陷/妈妈臀/扁平臀,盆底松弛无力；妈妈臀/臀凹陷/臀扁平,小腹平/肚子平；臀翘/臀饱满/蜜桃臀,单一方法过度承诺；效果承诺风险,结果承诺前置型,适合结果很明确且中段能展示过程的素材；本条结果锚点：小腹平/肚子平；臀翘/臀饱满/蜜桃臀。,如果只有结果字幕，没有动作过程或证据，开头会像硬广告。 风险词需要克制处理：单一方法过度承诺；效果承诺风险。,分步口令/计数教学；单动作循环演示；多动作组合演示；图解/解剖辅助说明,字幕口令/次数证据；连续动作帧证据；多动作段落证据；图示/标注证据；效果对比或结果提示证据,高：开头问题、中段动作/解释、结尾收束基本闭环,轻行动/跟练指令收束,适合中段已经交付动作或原因后，用低压跟练、收藏、咨询入口收住。,如果中段未兑现，结尾直接行动号召会像硬转化。,结果前置后必须接过程证据或动作演示，结尾只能轻重申结果，不能再叠加新承诺。,从结果承诺和动作起势同时出现处开始，若前面有适用人群要一并保留。,留到跟练/收藏/咨询等轻行动完整出现；若出现强转化，交人工决定是否删减。,痛点没有被原因、动作或证据兑现时放弃，不能靠字幕硬接。,效果承诺‘P底紧致Q弹’需医学依据确认；业务事实待确认,high_existing_analysis,时间码：00:00:00.000-00:00:16.138；关键帧：六帧均含统一字幕‘一个小球三个动作’及效果描述；人物依次演示仰卧夹球、侧卧抬腿、跪姿后伸等动作；左下角持续展示解剖图/器械图辅助说明；证据索引：六帧均含统一字幕‘一个小球三个动作’及效果描述
fv_0092,只需两个动作肚子平了臀翘了.mp4,人群点名 + 低门槛动作 + 坚持建议,sports_teaching,身体状态点名,40岁/40+女性；女性/姐妹；小腹凸/悬垂腹/腹压问题；臀凹陷/妈妈臀/扁平臀,40岁/40+女性,女性/姐妹,小腹凸/悬垂腹/腹压问题；臀凹陷/妈妈臀/扁平臀,妈妈臀/臀凹陷/臀扁平,小腹平/肚子平；臀翘/臀饱满/蜜桃臀,单一方法过度承诺；效果承诺风险,结果承诺前置型,适合结果很明确且中段能展示过程的素材；本条结果锚点：小腹平/肚子平；臀翘/臀饱满/蜜桃臀。,如果只有结果字幕，没有动作过程或证据，开头会像硬广告。 风险词需要克制处理：单一方法过度承诺；效果承诺风险。,错误-正确对比拆解；分步口令/计数教学；单动作循环演示；多动作组合演示,对比画面/反例证据；字幕口令/次数证据；连续动作帧证据；多动作段落证据；效果对比或结果提示证据,高：开头问题、中段动作/解释、结尾收束基本闭环,轻行动/跟练指令收束,适合中段已经交付动作或原因后，用低压跟练、收藏、咨询入口收住。,如果中段未兑现，结尾直接行动号召会像硬转化。,结果前置后必须接过程证据或动作演示，结尾只能轻重申结果，不能再叠加新承诺。,从结果承诺和动作起势同时出现处开始，若前面有适用人群要一并保留。,留到跟练/收藏/咨询等轻行动完整出现；若出现强转化，交人工决定是否删减。,动作被遮挡、缺发力点/方向/次数，或只剩结果口号时放弃。,效果承诺‘肚子平了臀翘了’需业务事实待确认,high_existing_analysis,时间码：00:00:00.000-00:00:16.045；关键帧：6帧均为同一女性跪坐瑜伽球演示盆底肌训练动作，字幕统一强调高频练习与效果，左下角始终展示‘练习前/后’对比图；证据索引：6帧均为同一女性跪坐瑜伽球演示盆底肌训练动作，字幕统一强调高频练习与效果，左下角始终展示‘练习前/后’对比图
fv_0093,只需四个动作告别松弛漏水尴尬.mp4,痛点问题 + 原因解释 + 方法交付,movement_correction,身体状态点名,漏尿/漏水/漏气人群；盆底松弛/盆底无力,无显式年龄,无显式身份,漏尿/漏水/漏气人群；盆底松弛/盆底无力,漏尿漏水尴尬；盆底松弛无力,漏尿漏水改善,单一方法过度承诺；效果承诺风险,结果承诺前置型,适合结果很明确且中段能展示过程的素材；本条结果锚点：漏尿漏水改善。,如果只有结果字幕，没有动作过程或证据，开头会像硬广告。 风险词需要克制处理：单一方法过度承诺；效果承诺风险。,分步口令/计数教学；多动作组合演示；图解/解剖辅助说明,字幕口令/次数证据；多动作段落证据；图示/标注证据；效果对比或结果提示证据,高：开头问题、中段动作/解释、结尾收束基本闭环,轻行动/跟练指令收束,适合中段已经交付动作或原因后，用低压跟练、收藏、咨询入口收住。,如果中段未兑现，结尾直接行动号召会像硬转化。,结果前置后必须接过程证据或动作演示，结尾只能轻重申结果，不能再叠加新承诺。,从结果承诺和动作起势同时出现处开始，若前面有适用人群要一并保留。,留到跟练/收藏/咨询等轻行动完整出现；若出现强转化，交人工决定是否删减。,痛点没有被原因、动作或证据兑现时放弃，不能靠字幕硬接。,‘漏水’效果承诺需医学验证；解剖图示意非真实影像，业务事实待确认,high_existing_analysis,"时间码：00:00:00,00:00:04,00:00:08,00:00:12,00:00:16,00:00:20；关键帧：F1:侧坐椅+盆底肌松弛字幕+解剖图；F2/F3:前后移动100次；F4:左右提臀100次；F5/F6:上下拍打100次+收腹站姿；证据索引：F1:侧坐椅+盆底肌松弛字幕+解剖图"
fv_0094,只需四个动作臀翘了小肚子平了.mp4,人群点名 + 痛点放大 + 单动作演示 + 坚持建议,body_care_knowledge,身体状态点名,30岁/30+女性；女性/姐妹；盆底松弛/盆底无力；小腹凸/悬垂腹/腹压问题；臀凹陷/妈妈臀/扁平臀,30岁/30+女性,女性/姐妹,盆底松弛/盆底无力；小腹凸/悬垂腹/腹压问题；臀凹陷/妈妈臀/扁平臀,盆底松弛无力；小腹凸/腹压/悬垂腹；妈妈臀/臀凹陷/臀扁平；假胯宽/骨盆外翻/体态问题,小腹平/肚子平；臀翘/臀饱满/蜜桃臀；盆底紧致/八爪鱼/抓握力,单一方法过度承诺；效果承诺风险,结果承诺前置型,适合结果很明确且中段能展示过程的素材；本条结果锚点：小腹平/肚子平；臀翘/臀饱满/蜜桃臀；盆底紧致/八爪鱼/抓握力。,如果只有结果字幕，没有动作过程或证据，开头会像硬广告。 风险词需要克制处理：单一方法过度承诺；效果承诺风险。,错误-正确对比拆解；分步口令/计数教学；单动作循环演示；多动作组合演示,对比画面/反例证据；字幕口令/次数证据；连续动作帧证据；多动作段落证据,高：开头问题、中段动作/解释、结尾收束基本闭环,轻行动/跟练指令收束,适合中段已经交付动作或原因后，用低压跟练、收藏、咨询入口收住。,如果中段未兑现，结尾直接行动号召会像硬转化。,结果前置后必须接过程证据或动作演示，结尾只能轻重申结果，不能再叠加新承诺。,从结果承诺和动作起势同时出现处开始，若前面有适用人群要一并保留。,留到跟练/收藏/咨询等轻行动完整出现；若出现强转化，交人工决定是否删减。,痛点没有被原因、动作或证据兑现时放弃，不能靠字幕硬接。,效果承诺'臀翘了小肚子平了'需业务事实待确认,high_existing_analysis,时间码：00:00:00.000-00:00:16.974；关键帧：六帧均为同一女性坐椅夹球演示，顶部三帧为腰臀对比图+文字钩子，底部三帧为动作连续微调；字幕完全一致强调年龄痛点、四动作、100次/天、盆底肌核心；证据索引：六帧均为同一女性坐椅夹球演示，顶部三帧为腰臀对比图+文字钩子，底部三帧为动作连续微调
fv_0095,四个动作修复盆底肌.mp4,痛点可视化 + 解决方案 + 效果对比 + 行动指令,body_care_knowledge,身份点名,产后妈妈/宝妈；盆底松弛/盆底无力,无显式年龄,产后妈妈/宝妈,盆底松弛/盆底无力,盆底松弛无力；假胯宽/骨盆外翻/体态问题,盆底紧致/八爪鱼/抓握力,效果承诺风险,结果承诺前置型,适合结果很明确且中段能展示过程的素材；本条结果锚点：盆底紧致/八爪鱼/抓握力。,如果只有结果字幕，没有动作过程或证据，开头会像硬广告。 风险词需要克制处理：效果承诺风险。,错误-正确对比拆解；分步口令/计数教学；多动作组合演示；图解/解剖辅助说明,对比画面/反例证据；字幕口令/次数证据；多动作段落证据；图示/标注证据；效果对比或结果提示证据,高：开头问题、中段动作/解释、结尾收束基本闭环,风险提醒收束,适合误区、禁忌、健康边界较强的内容，结尾要留到提醒说完。,如果前文没有解释风险来源，结尾突然提醒会像吓人。,结果前置后必须接过程证据或动作演示，结尾只能轻重申结果，不能再叠加新承诺。,从结果承诺和动作起势同时出现处开始，若前面有适用人群要一并保留。,必须留到风险提醒/注意事项完整说完，必要时向后多留3-10秒。,痛点没有被原因、动作或证据兑现时放弃，不能靠字幕硬接。,业务事实待确认：动作次数有效性、‘修复’效果承诺依据,high_existing_analysis,"时间码：00:00:00.000,00:00:06.515,00:00:13.031,00:00:19.546,00:00:26.062,00:00:32.577；关键帧：T0:抱拳桥动作+文字；T6.5:解剖图示紧致状态；T13:恢复中立位；T19.5:髋骨外扩对比；T26:甩骨盆动作；T32.6:盆底松C困扰图示；证据索引：T0:抱拳桥动作+文字"
fv_0096,四个动作告别跑跳漏水的问题6.1（2）.mp4,痛点问题 + 原因解释 + 方法交付,movement_correction,身份点名,产后妈妈/宝妈；漏尿/漏水/漏气人群,无显式年龄,产后妈妈/宝妈,漏尿/漏水/漏气人群,漏尿漏水尴尬,漏尿漏水改善,医学/健康边界风险；效果承诺风险,结果承诺前置型,适合结果很明确且中段能展示过程的素材；本条结果锚点：漏尿漏水改善。,如果只有结果字幕，没有动作过程或证据，开头会像硬广告。 风险词需要克制处理：医学/健康边界风险；效果承诺风险。,分步口令/计数教学；多动作组合演示,字幕口令/次数证据；多动作段落证据；效果对比或结果提示证据,高：开头问题、中段动作/解释、结尾收束基本闭环,结果/价值重申收束,适合结果前置或痛点解决类视频，用结果回扣前文价值。,如果结果承诺没有过程证据，结尾会显得夸大。,结果前置后必须接过程证据或动作演示，结尾只能轻重申结果，不能再叠加新承诺。,从结果承诺和动作起势同时出现处开始，若前面有适用人群要一并保留。,留到结果回扣前文价值，不要额外拼接新结果。,痛点没有被原因、动作或证据兑现时放弃，不能靠字幕硬接。,业务事实待确认：‘跑跳漏水’医学定义及动作有效性,high_existing_analysis,"时间码：00:00:00,00:00:05,00:00:10,00:00:15,00:00:20,00:00:25；关键帧：00:00背坐球上问‘生了多少个’；00:05魔力转圈100次；00:10前后移动；00:15上下；00:20左右；00:25卡通图收尾；证据索引：00:00背坐球上问‘生了多少个’"
fv_0097,女性再懒也要练这四个动作6.5.mp4,人群点名 + 低门槛动作 + 坚持建议,sports_teaching,身份点名,女性/姐妹；盆底松弛/盆底无力,无显式年龄,女性/姐妹,盆底松弛/盆底无力,盆底松弛无力,无明确结果触发,无明确风险触发,痛点可视化/问题先抛型,适合能把身体困扰具体化的素材；本条痛点锚点：盆底松弛无力。,如果痛点太大但中段只给无关动作，开头会显得焦虑化且不兑现。,分步口令/计数教学；多动作组合演示,字幕口令/次数证据；多动作段落证据,高：开头问题、中段动作/解释、结尾收束基本闭环,结果/价值重申收束,适合结果前置或痛点解决类视频，用结果回扣前文价值。,如果结果承诺没有过程证据，结尾会显得夸大。,痛点开头后必须接原因、动作或可见方案，结尾用跟练/注意事项收住。,向前保留痛点出现前的主语和第一帧痛点画面，不能只截结果词。,留到结果回扣前文价值，不要额外拼接新结果。,动作被遮挡、缺发力点/方向/次数，或只剩结果口号时放弃。,‘每天100个越练越致’效果承诺需业务事实待确认,high_existing_analysis,时间码：00:00:00.000–00:00:15.952；关键帧：0s:动作一深蹲式；3.19s:动作二腹式呼吸；6.38s:动作二持续；9.57s:动作三左提膝；12.76s:动作四上提肛；15.95s:动作四定格微笑；证据索引：0s:动作一深蹲式
fv_0098,宝妈必看.mp4,痛点可视化 + 解决方案 + 效果对比 + 行动指令,body_care_knowledge,身份点名,产后妈妈/宝妈；漏尿/漏水/漏气人群,无显式年龄,产后妈妈/宝妈,漏尿/漏水/漏气人群,漏尿漏水尴尬；假胯宽/骨盆外翻/体态问题,无明确结果触发,效果承诺风险,痛点可视化/问题先抛型,适合能把身体困扰具体化的素材；本条痛点锚点：漏尿漏水尴尬；假胯宽/骨盆外翻/体态问题。,如果痛点太大但中段只给无关动作，开头会显得焦虑化且不兑现。 风险词需要克制处理：效果承诺风险。,错误-正确对比拆解；分步口令/计数教学；图解/解剖辅助说明,对比画面/反例证据；字幕口令/次数证据；图示/标注证据,高：开头问题、中段动作/解释、结尾收束基本闭环,轻行动/跟练指令收束,适合中段已经交付动作或原因后，用低压跟练、收藏、咨询入口收住。,如果中段未兑现，结尾直接行动号召会像硬转化。,痛点开头后必须接原因、动作或可见方案，结尾用跟练/注意事项收住。,向前保留痛点出现前的主语和第一帧痛点画面，不能只截结果词。,留到跟练/收藏/咨询等轻行动完整出现；若出现强转化，交人工决定是否删减。,痛点没有被原因、动作或证据兑现时放弃，不能靠字幕硬接。,瘦肚子/养护盆底效果承诺需业务事实待确认,high_existing_analysis,"时间码：00:00:00,00:00:07,00:00:15,00:00:22,00:00:30,00:00:38；关键帧：00:00:00警告勿划走；00:00:07强调坚持；00:00:15图解盆底状态；00:00:22展示臀型对比；00:00:30标注养护盆底；00:00:38跑跳测试指令；证据索引：00:00:00警告勿划走"
fv_0099,小肚子凸出.mp4,错误动作 + 正确动作 + 原因解释,movement_correction,身体状态点名,小腹凸/悬垂腹/腹压问题；练错动作/误区人群,无显式年龄,无显式身份,小腹凸/悬垂腹/腹压问题；练错动作/误区人群,小腹凸/腹压/悬垂腹；练错动作/误区,无明确结果触发,效果承诺风险,误区/错误先抛型,适合已有错误动作、错误认知或反面案例的素材，开头后必须马上解释为什么错。,如果只保留错误/恐吓画面，后面不接同一问题的原因和正确做法，会突兀。 风险词需要克制处理：效果承诺风险。,分步口令/计数教学；单动作循环演示,字幕口令/次数证据；连续动作帧证据,高：开头问题、中段动作/解释、结尾收束基本闭环,结果/价值重申收束,适合结果前置或痛点解决类视频，用结果回扣前文价值。,如果结果承诺没有过程证据，结尾会显得夸大。,错误/误区开头后必须接同一错误的原因解释，再接正确动作；结尾用定型或安全提醒。,从错误动作或误区字幕完整出现处开始，保留观众能识别错误的画面。,留到结果回扣前文价值，不要额外拼接新结果。,看不出错误和正确差异，或错误后没有解释/正确动作时放弃。,业务事实待确认：'缓解腹部压力''激活深层核心'等效果宣称,high_existing_analysis,时间码：00:00:00.000-00:00:23.614；关键帧：F1：腹部特写+标题字幕；F2：仰卧屈膝位腹压提示；F3：臀部垫高瑜伽球；F4：双腿向上抬高；F5：腿慢放下过程；F6：收束到位定格；证据索引：F1：腹部特写+标题字幕
fv_0100,小腹凸出 妈妈臀就练这几个动作6.15.mp4,人群点名 + 低门槛动作 + 坚持建议,sports_teaching,身体状态点名,产后妈妈/宝妈；漏尿/漏水/漏气人群；小腹凸/悬垂腹/腹压问题；臀凹陷/妈妈臀/扁平臀,无显式年龄,产后妈妈/宝妈,漏尿/漏水/漏气人群；小腹凸/悬垂腹/腹压问题；臀凹陷/妈妈臀/扁平臀,漏尿漏水尴尬；小腹凸/腹压/悬垂腹；妈妈臀/臀凹陷/臀扁平,无明确结果触发,效果承诺风险,痛点可视化/问题先抛型,适合能把身体困扰具体化的素材；本条痛点锚点：漏尿漏水尴尬；小腹凸/腹压/悬垂腹；妈妈臀/臀凹陷/臀扁平。,如果痛点太大但中段只给无关动作，开头会显得焦虑化且不兑现。 风险词需要克制处理：效果承诺风险。,分步口令/计数教学；单动作循环演示；多动作组合演示,字幕口令/次数证据；连续动作帧证据；多动作段落证据,高：开头问题、中段动作/解释、结尾收束基本闭环,轻行动/跟练指令收束,适合中段已经交付动作或原因后，用低压跟练、收藏、咨询入口收住。,如果中段未兑现，结尾直接行动号召会像硬转化。,痛点开头后必须接原因、动作或可见方案，结尾用跟练/注意事项收住。,向前保留痛点出现前的主语和第一帧痛点画面，不能只截结果词。,留到跟练/收藏/咨询等轻行动完整出现；若出现强转化，交人工决定是否删减。,动作被遮挡、缺发力点/方向/次数，或只剩结果口号时放弃。,效果承诺‘练这几个动作’需业务事实待确认,high_existing_analysis,"时间码：00:00:00.000, 00:00:04.760, 00:00:09.520, 00:00:14.280, 00:00:19.040, 00:00:23.800；关键帧：左上：坐姿提臀；中上：跪姿侧抬；右上：跪姿盆底激活；左下：跪姿转圈；中下：坐姿上下拍击；右下：卡通遮挡+尴尬提示；证据索引：左上：坐姿提臀"
