video_id,source_category,file_name,content_archetype,route_decision,opening_type,opening_summary,problem_phrase_time,first_action_frame_time,problem_action_bridge_seconds,action_method_summary,action_cycle_integrity,tts_action_alignment,subtitle_evidence,visual_evidence_timecodes,middle_delivery_type,ending_type,native_completeness_score,repackaging_value_score,teachability_score,positive_pattern_match,negative_pattern_match,needs_adjacent_merge,need_merge_previous,need_merge_next,candidate_status,business_risk,health_action_risk,manual_review_items,confidence,analysis_status
fv_0018,ai_needed_final_video,40岁女性练八爪鱼需要多久呢.mp4,single_action_tts_teaching,positive_reference_only,问题设问,00:00:00.000：正面坐姿+大字幕‘40岁女性练八爪鱼需要多久呢’；00:00:01.000：背对镜头跪坐，字幕‘40岁女性’强化人群定位,00:00:00.000,00:00:03.039,3.039,动作演示；图解（八爪鱼/盆底肌解剖图）；字幕因果解释,complete_or_key_cycle_visible_visual_only,subtitle_action_alignment_partial_visual_only_pending_audio_transcript,画面共8帧：前2帧为设问+人群定位；第3-4帧展示动作变体与时间承诺；第5-6帧引入盆底肌解剖图与‘偷偷练习’话术；后2帧聚焦收益分层（紧致+抓握力）。字幕持续出现‘传播女性正能量 拒绝焦虑’水印。无口播文字可见，仅字幕与图像信息。动作连续性良好，从坐姿到跪坐、仰卧、侧卧再到开胯，呈现完整动作流程。,00:00:00.000；00:00:01.000；00:00:03.039；00:00:05.402；00:00:08.103；00:00:10.804；00:00:13.505；00:00:16.531,动作演示；图解（八爪鱼/盆底肌解剖图）；字幕因果解释,结果重申；收益扩展,5,5,3,yes_reference_pattern_reused_from_ali_recheck_100,risk_pattern_only,no_finished_video_reference,no,no,pending_user_review,效果时间承诺（一周/两周）；‘特别好练’可能弱化练习难度；盆底肌图解涉及医学概念,health_action_risk_pending_professional_review,‘快一周慢两周’是否构成效果承诺过界；盆底肌解剖图使用是否合规；‘偷偷练习’是否暗示隐蔽性/羞耻感诱导,high,reused_existing_ali_recheck_success_no_new_api_call
fv_0019,ai_needed_final_video,40岁女性练出J致的盆底肌需要多久？6.1.mp4,knowledge_explainer,positive_reference_only,人群点名,00:00:00.000（正面坐姿+大字标题）、00:00:01.000（侧身+‘40岁女人’字幕）,00:00:00.000,00:00:03.331,3.331,图解（产后盆底肌vs修复后）、类比图（章鱼触手）、口令式字幕说明,partial_action_visible_pending_professional_review,subtitle_action_alignment_partial_visual_only_pending_audio_transcript,画面始终为同一女性坐于粉色球上，穿运动服；字幕反复出现标题‘40岁女性练出J致的盆底肌需要多久？’；中段插入章鱼图、盆底肌解剖对比图；动作无明显变化，以坐姿配合手势/转体为主；无口播文字转录证据，仅依赖字幕传递信息,00:00:00.000；00:00:01.000；00:00:03.331；00:00:05.922；00:00:08.883；00:00:11.844；00:00:14.805；00:00:18.156,图解（产后盆底肌vs修复后）、类比图（章鱼触手）、口令式字幕说明,结果重申+价值收束,5,5,4,yes_reference_pattern_reused_from_ali_recheck_100,risk_pattern_only,no_finished_video_reference,no,no,pending_user_review,效果时间承诺（7天/半月）；‘J致’等非医学术语表述；‘真的不用瞎折腾’隐含否定其他方法；‘少女股的包裹感’存在过度承诺风险,health_action_risk_pending_professional_review,‘J致’是否合规；7天/半月时间承诺是否有依据；章鱼图类比是否误导；‘少女股的包裹感’是否存在过度承诺,high,reused_existing_ali_recheck_success_no_new_api_call
fv_0020,ai_needed_final_video,40岁女性都想拥有灵动蜜桃臀6.15.mp4,single_action_tts_teaching,positive_reference_only,人群点名,00:00:00.000（正面坐姿+主标题）、00:00:01.000（侧坐+‘40岁女性’字幕）,00:00:00.000,00:00:03.273,3.273,单动作演示；口令式字幕引导；前后体态对比；多角度展示,complete_or_key_cycle_visible_visual_only,subtitle_action_alignment_partial_visual_only_pending_audio_transcript,画面始终为同一女性在室内用椅子+瑜伽球做坐姿骨盆激活类动作；字幕重复‘40岁女性都想拥有灵动蜜桃臀’；出现‘快一周’‘其实塑形紧致’‘谁练谁受益’‘因为坚持养护’‘都悄悄逆袭’等结果导向短句；无器械切换、无多人对比、无解剖图示；动作幅度小，以微调骨盆位置为主，包含正面、侧面、背面多个视角展示同一动作,00:00:00.000；00:00:01.000；00:00:03.273；00:00:05.818；00:00:08.727；00:00:11.636；00:00:14.545；00:00:17.831,单动作演示；口令式字幕引导；前后体态对比；多角度展示,价值收束；轻行动暗示（坐姿维持）,5,5,5,yes_reference_pattern_reused_from_ali_recheck_100,risk_pattern_only,no_finished_video_reference,no,no,pending_user_review,效果承诺（灵动蜜桃臀）；年龄指向性过强（40岁女性都想）；‘快一周’暗示速效,pending_user_review,‘快一周’是否构成效果时限承诺；‘灵动蜜桃臀’是否属过度美化身体部位；‘非医疗保健科普 仅供参考’竖排小字是否全程可见且清晰,high,reused_existing_ali_recheck_success_no_new_api_call
fv_0021,ai_needed_final_video,40岁的女性修复盆底肌要多久.mp4,single_action_tts_teaching,positive_reference_only,痛点可视化,00:00:00.000：主画面+大字幕‘40岁的女性 修复盆底肌要多久？’，人物坐瑜伽球呈准备态；00:00:01.000：切坐椅姿态，同步口型启动讲解,00:00:00.000,00:00:03.327,3.327,动作演示；原因解释；图解（解剖图）；口令式强调,partial_action_visible_pending_professional_review,subtitle_action_alignment_partial_visual_only_pending_audio_transcript,画面始终为同一女性在室内场景中演示坐姿盆底肌训练；字幕依次呈现问题→时间范围→否定误区→年龄无关→坚持必要→解剖示意→动作要点→收益描述；00:00:08.872与00:00:11.829出现小图解剖插图；00:00:14.786起转背对视角演示；无明显剪辑跳帧，但结尾突兀无收尾动作,00:00:00.000；00:00:01.000；00:00:03.327；00:00:05.915；00:00:08.872；00:00:11.829；00:00:14.786；00:00:18.133,动作演示；原因解释；图解（解剖图）；口令式强调,结果重申；轻行动引导,5,5,4,yes_reference_pattern_reused_from_ali_recheck_100,risk_pattern_only,no_finished_video_reference,no,no,pending_user_review,效果承诺（快7天）；‘少女般包裹感’可能构成过度承诺,pending_user_review,‘快7天’时间承诺是否具个体差异说明；‘少女般的包裹感’是否构成医疗效果暗示；解剖图来源与准确性；字幕‘拒绝低俗’等旁注是否合规,high,reused_existing_ali_recheck_success_no_new_api_call
fv_0022,ai_needed_final_video,40岁的女性修复盆底肌要多久？.mp4,knowledge_explainer,positive_reference_only,人群点名,00:00:00.000（标题字幕‘40岁的女性修复盆底肌要多久？’+人物正面坐姿，面向镜头）,00:00:00.000,00:00:05.922,5.922,图解（盆底肌前后对比）、类比图（章鱼触手）、字幕递进解释,complete_or_key_cycle_visible_visual_only,subtitle_action_alignment_partial_visual_only_pending_audio_transcript,画面中女性始终坐于粉色球上，姿势从正坐→侧坐→背对→跪坐循环；字幕依次呈现问题、时间范围、解剖图对比、章鱼类比、收益描述；无实际动作演示，仅有姿态微调与图示叠加；图示包括‘产后益底肌’与‘修复后益底肌’对比图、章鱼触手类比图；‘益底肌’疑似为‘盆底肌’笔误；章鱼图解未显示具体肌肉运动机制,00:00:00.000；00:00:01.000；00:00:03.331；00:00:05.922；00:00:08.883；00:00:11.844；00:00:14.805；00:00:18.156,图解（盆底肌前后对比）、类比图（章鱼触手）、字幕递进解释,结果重申；价值收束；情绪化收益描述,5,5,3,yes_reference_pattern_reused_from_ali_recheck_100,risk_pattern_only,no_finished_video_reference,no,no,pending_user_review,效果时间承诺（7天/半个月）；‘少女股’等非医学表述；‘益底肌’疑似错字,health_action_risk_pending_professional_review,‘益底肌’是否为‘盆底肌’笔误；章鱼图解与盆底肌功能关联性是否合理；‘7天/半个月’时间承诺是否有临床依据支持,high,reused_existing_ali_recheck_success_no_new_api_call
fv_0023,ai_needed_final_video,40岁的女性练出八爪鱼要多久.mp4,single_action_tts_teaching,positive_reference_only,人群点名,00:00:00.000：女主坐姿+大字幕‘40岁的女性 练出八爪鱼要多久’；00:00:01.000：延续标题+左侧竖排‘传播女性正能量 拒绝焦虑’,00:00:00.000,00:00:03.026,3.026,动作演示；图解（盆底肌结构图）；字幕口令（‘抓握力’）,partial_action_visible_pending_professional_review,subtitle_action_alignment_partial_visual_only_pending_audio_transcript,画面主体为40岁左右女性在室内地毯上进行盆底肌相关动作练习；字幕反复出现‘40岁的女性 练出八爪鱼要多久’‘快一周慢两周’‘其实八爪鱼特别好练’‘都在偷偷练习盆底肌’‘抓握力’‘还会有八爪鱼肌’；右上角固定显示章鱼/八爪鱼图像；中段插入两组盆底肌解剖示意图（标注‘正常状态’‘松弛状态’）；左侧竖排文字始终为‘传播女性正能量 拒绝焦虑’,00:00:00.000；00:00:01.000；00:00:03.026；00:00:05.380；00:00:08.069；00:00:10.759；00:00:13.449；00:00:16.461,动作演示；图解（盆底肌结构图）；字幕口令（‘抓握力’）,结果重申；价值收束（年龄解绑）,5,5,4,yes_reference_pattern_reused_from_ali_recheck_100,risk_pattern_only,no_finished_video_reference,no,no,pending_user_review,效果承诺（‘快一周’）；医学术语模糊化（‘八爪鱼肌’非标准解剖名词）,health_action_risk_pending_professional_review,‘八爪鱼肌’是否构成误导性健康承诺；盆底肌图解是否准确对应所演示动作；‘快一周慢两周’字幕是否需加限定语,high,reused_existing_ali_recheck_success_no_new_api_call
fv_0024,ai_needed_final_video,40岁的女性练出八爪鱼需要多久？.mp4,single_action_tts_teaching,positive_reference_only,痛点可视化,00:00:00.000（标题设问+盘坐姿态）→00:00:01.000（同标题+侧坐转体起始）,00:00:00.000,00:00:03.026,3.026,图解（八爪鱼/解剖图对比）；文字归因（都在偷偷练习盆底肌）；动作示意（坐姿骨盆微调）,partial_action_visible_pending_professional_review,subtitle_action_alignment_partial_visual_only_pending_audio_transcript,画面始终为同一女性在室内坐姿演示；字幕反复出现‘40岁的女性练出八爪鱼需要多久？’；中段插入八爪鱼图像与盆底肌解剖图对比；动作从盘坐→椅坐→微调骨盆→背对镜头；无口播文字仅靠字幕传递信息,00:00:00.000；00:00:01.000；00:00:03.026；00:00:05.380；00:00:08.069；00:00:10.759；00:00:13.449；00:00:16.461,图解（八爪鱼/解剖图对比）；文字归因（都在偷偷练习盆底肌）；动作示意（坐姿骨盆微调）,能力具象化；结果重申,5,5,3,yes_reference_pattern_reused_from_ali_recheck_100,risk_pattern_only,no_finished_video_reference,no,no,pending_user_review,效果承诺（快一周）；将盆底肌功能类比为‘八爪鱼’可能引发医学表述不严谨风险,health_action_risk_pending_professional_review,‘八爪鱼’类比是否构成医疗效果暗示；解剖图版权与准确性；‘快一周’是否构成绝对时间承诺,high,reused_existing_ali_recheck_success_no_new_api_call
fv_0025,ai_needed_final_video,40＋的女性修复盆底肌要多久6.15.mp4,single_action_tts_teaching,positive_reference_only,人群点名,00:00:00.000（正面坐姿+标题字幕‘40+的女性 修复盆底肌要多久’）,00:00:00.000,00:00:03.381,3.381,单动作多角度演示；字幕强化时间与收益；体态变化对比暗示,partial_action_visible_pending_professional_review,subtitle_action_alignment_partial_visual_only_pending_audio_transcript,画面中女性在不同体位（坐、跪、侧坐）使用粉色瑜伽球进行盆底肌相关练习；字幕反复出现‘40+的女性’‘修复盆底肌要多久’‘快7天慢半个月’‘真的不用瞎折腾’‘跟年龄大小根本没关系’‘不光能收紧紧致’‘还能找回少女股的包裹感’；无口播文字可见，仅字幕信息；动作连贯但无明显分步拆解,00:00:00.000；00:00:01.000；00:00:03.381；00:00:06.011；00:00:09.017；00:00:12.022；00:00:15.028；00:00:18.435,单动作多角度演示；字幕强化时间与收益；体态变化对比暗示,收益具象化；轻行动暗示（持续练习）,5,5,5,yes_reference_pattern_reused_from_ali_recheck_100,risk_pattern_only,no_finished_video_reference,no,no,pending_user_review,时间承诺‘快7天’可能引发效果预期偏差；‘少女股的包裹感’属主观感受表述，边界模糊,health_action_risk_pending_professional_review,‘快7天’时间承诺是否符合医学共识；‘少女股的包裹感’是否构成不当身体比较诱导；字幕‘真的不用瞎折腾’是否隐含贬低其他方法,high,reused_existing_ali_recheck_success_no_new_api_call
fv_0026,ai_needed_final_video,40＋的姐妹练出紧致的盆底肌.mp4,single_action_tts_teaching,positive_reference_only,人群点名,00:00:00.000（坐姿+标题字幕‘40+的姐妹 练出紧致的盆底肌’）,00:00:00.000,00:00:04.869,4.869,动作演示；文字口令；前后对比图；解剖示意图；行为归因解释,partial_action_visible_pending_professional_review,subtitle_action_alignment_partial_visual_only_pending_audio_transcript,画面含多帧同一女性在不同姿势下使用瑜伽球/椅子做盆底肌训练；字幕含‘40+的姐妹’‘练出紧致的盆底肌’‘左右提臀100次’‘魔力转圈圈100次’‘妈妈臀不见了’‘再也没有了’；插入两组对比图（正常vs松弛盆底肌）与臀部前后对比图；无口播文字仅字幕可见；中段出现‘因为你每天坐在瑜伽球上’作为行为归因，配合解剖图说明机制,00:00:00.000；00:00:01.000；00:00:04.869；00:00:08.656；00:00:12.984；00:00:17.313；00:00:21.641；00:00:26.701,动作演示；文字口令；前后对比图；解剖示意图；行为归因解释,动作完成态展示；结果重申；轻行动收尾,5,5,4,yes_reference_pattern_reused_from_ali_recheck_100,risk_pattern_only,no_finished_video_reference,no,no,pending_user_review,‘妈妈臀不见了’属效果暗示性表述；‘再也没有了’构成绝对化结果承诺；未明确医学边界声明,health_action_risk_pending_professional_review,‘妈妈臀不见了’是否构成效果保证；‘再也没有了’是否过度承诺；解剖图标注准确性；动作是否真针对盆底肌而非臀大肌,high,reused_existing_ali_recheck_success_no_new_api_call
fv_0029,ai_needed_final_video,一个动作让你练出紧致的盆底肌.mp4,single_action_tts_teaching,positive_reference_only,结果承诺,00:00:00.000（坐姿持球+主标题字幕）与00:00:01.000（躺姿起始准备）构成开头引导段,00:00:00.000,00:00:05.371,5.371,动作演示；呼吸口令；图解对比；步骤分解,partial_action_visible_pending_professional_review,subtitle_action_alignment_partial_visual_only_pending_audio_transcript,画面含主讲人坐姿引入、躺姿分步演示臀桥式（脚跟点地→抬臀→耻骨上提→呼气收紧），叠加字幕提示动作要点；第5帧出现盆底肌‘修复前/后’图示对比；末帧为完成姿态+行动号召字幕；全程顶部固定标题‘一个动作让你练出紧致的盆底肌’，左下角标注‘非医疗保健科普 仅供参考’,00:00:00.000；00:00:01.000；00:00:05.371；00:00:09.548；00:00:14.322；00:00:19.096；00:00:23.870；00:00:29.487,动作演示；呼吸口令；图解对比；步骤分解,时间量化；轻行动号召,5,5,4,yes_reference_pattern_reused_from_ali_recheck_100,risk_pattern_only,no_finished_video_reference,no,no,pending_user_review,非医疗保健科普 仅作参考；效果承诺未限定个体差异,pending_user_review,‘修复前/后’图示是否易引发疗效误解；‘紧致’等词在字幕中是否过度承诺,high,reused_existing_ali_recheck_success_no_new_api_call
fv_0030,ai_needed_final_video,一个小球四个动作轻松瘦腰翘臀6.2（2）.mp4,single_action_tts_teaching,positive_reference_only,痛点可视化,00:00:00.000（标题+坐球姿势）+00:00:01.000（背对坐球）+00:00:03.711（加解剖图）构成痛点引入三连帧,00:00:00.000,00:00:06.598,6.598,动作演示；解剖图解；口令提示,partial_action_visible_pending_professional_review,subtitle_action_alignment_partial_visual_only_pending_audio_transcript,画面含4组动作：盘坐压球、跪坐压球、椅坐压球、坐椅夹球；字幕反复强调‘不小心坐小球上’‘盆底健康’‘漏尿尴尬’；插入2处解剖对比图（盆底肌松弛vs正常）及1处卡通表情包；所有帧均标注‘非医疗保健科普 仅供参考’,00:00:00.000；00:00:01.000；00:00:03.711；00:00:06.598；00:00:09.897；00:00:13.196；00:00:16.495；00:00:20.269,动作演示；解剖图解；口令提示,结果重申；幽默收尾,5,5,5,yes_reference_pattern_reused_from_ali_recheck_100,risk_pattern_only,no_finished_video_reference,no,no,pending_user_review,非医疗保健科普 仅作参考；盆底肌效果承诺边界模糊,health_action_risk_pending_professional_review,解剖图是否易引发医疗误解；‘漏尿’表述是否过度具体；卡通图是否弱化专业性,high,reused_existing_ali_recheck_success_no_new_api_call
fv_0031,ai_needed_final_video,一个小球帮你练出少女腹.mp4,single_action_tts_teaching,positive_reference_only,结果承诺,00:00:00.000（主讲人正面坐姿，字幕‘一个小球帮你练出少女腹’）,00:00:00.000,00:00:00.806,0.806,动作演示；呼吸口令同步；体位变化展示,complete_or_key_cycle_visible_visual_only,subtitle_action_alignment_partial_visual_only_pending_audio_transcript,画面为单人室内演示；首帧正面介绍小球与目标；中段连续多帧均为背对视角重复同一组坐姿呼吸动作（手臂上举→后仰→回落），每帧配相同黄色标题字幕与蓝色呼吸图标；动作节奏稳定，无明显分步拆解或变式；未见计数、时长提示或错误纠正；小球始终位于臀下，未见发力支撑证据,00:00:00.000；00:00:00.806；00:00:01.814；00:00:03.225；00:00:04.837；00:00:06.449；00:00:08.062；00:00:09.727,动作演示；呼吸口令同步；体位变化展示,动作完成态定格；重复强化,5,5,5,yes_reference_pattern_reused_from_ali_recheck_100,risk_pattern_only,no_finished_video_reference,no,no,pending_user_review,‘少女腹’效果承诺模糊；‘越练越J致’表述易引发健康边界质疑,health_action_risk_pending_professional_review,‘少女腹’是否构成医疗效果暗示；‘J致’是否违反平台用语规范；小球在动作中是否仅装饰无功能,high,reused_existing_ali_recheck_success_no_new_api_call
fv_0032,ai_needed_final_video,一个瑜伽小球告别小肚腩妈妈臀.mp4,single_action_tts_teaching,positive_reference_only,人群点名,00:00:00.000：主讲人正面坐瑜伽球，大字幕‘一个瑜伽小球 告别小肚腩妈妈臀’；00:00:01.000：侧后方坐姿+字幕‘高段位女性都在练盆底’+局部对比图,00:00:00.000,00:00:02.738,2.738,动作演示；效果文字叠加；身体局部对比图,complete_or_key_cycle_visible_visual_only,subtitle_action_alignment_partial_visual_only_pending_audio_transcript,画面始终为同一女性演示坐姿核心训练动作（坐椅+手扶膝/握杆），配合固定字幕组反复出现；左下角有臀/腹局部对比图与抽象图标；无口播文字转录，仅依赖字幕传递信息；动作无明显变化，属单动作循环展示,00:00:00.000；00:00:01.000；00:00:02.738；00:00:04.867；00:00:07.300；00:00:09.734；00:00:12.167；00:00:14.859,动作演示；效果文字叠加；身体局部对比图,结果重申；轻行动号召,5,5,3,yes_reference_pattern_reused_from_ali_recheck_100,risk_pattern_only,no_finished_video_reference,no,no,pending_user_review,效果承诺（腹平/腰细/臀翘）未说明需配合饮食与长期坚持；‘40+女性都去练’存在群体泛化风险,pending_user_review,字幕中‘腹平了 腰细了 臀翘了’是否构成绝对化效果承诺；局部对比图是否为同一人前后照、有无误导性裁剪；‘40+女性都去练’是否违反广告法关于群体推荐禁令,high,reused_existing_ali_recheck_success_no_new_api_call
fv_0033,ai_needed_final_video,一个瑜伽小球告别臀凹陷6.4.mp4,single_action_tts_teaching,positive_reference_only,痛点可视化,00:00:00.000：主讲人正面坐姿持球，大字幕‘一个瑜伽小球 告别臀凹陷’；00:00:00.890起叠加黄字‘高段位女性都在练盆底…40+女性都去练’，明确痛点与人群,00:00:00.000,00:00:02.002,2.002,动作演示；字幕强化,complete_or_key_cycle_visible_visual_only,subtitle_action_alignment_partial_visual_only_pending_audio_transcript,画面始终为单人室内瑜伽场景，使用粉色小球辅助坐姿；前4帧聚焦正面/背面动作起始，中段重复相同动作变角拍摄；字幕内容从头至尾完全一致，无分步口令或进度提示；无前后对比图或效果实拍,00:00:00.000；00:00:00.890；00:00:02.002；00:00:03.559；00:00:05.339；00:00:07.118；00:00:08.898；00:00:10.772,动作演示；字幕强化,动作完成；轻行动号召,5,5,5,yes_reference_pattern_reused_from_ali_recheck_100,risk_pattern_only,no_finished_video_reference,no,no,pending_user_review,效果承诺（腹平/腰细/臀翘）；年龄指向性（40+女性都去练）,health_action_risk_pending_professional_review,字幕中‘腹平了 腰细了 臀翘了’是否构成效果保证；‘40+女性都去练’是否构成不当群体引导；动作是否真能解决臀凹陷（医学边界）,high,reused_existing_ali_recheck_success_no_new_api_call
fv_0034,ai_needed_final_video,一个瑜伽小球告别跑跳漏氵尴尬6.3（2）.mp4,movement_correction,positive_reference_only,痛点可视化,00:00:00.000（坐瑜伽球+字幕‘一个瑜伽小球 告别跑跳漏氵尴尬’）,00:00:00.000,00:00:03.757,3.757,错误动作演示；原因解释；图解说明；正确动作口令式训练,partial_action_visible_pending_professional_review,subtitle_action_alignment_partial_visual_only_pending_audio_transcript,首帧坐球引出主题；后续多帧展示错误坐姿、动作分解、盆底肌前后对比图、提臀训练；结尾用表情+卡通图强化结果；全程字幕主导信息传递，无明显口播画面证据,00:00:00.000；00:00:01.000；00:00:03.757；00:00:06.680；00:00:10.020；00:00:13.360；00:00:16.700；00:00:20.525,错误动作演示；原因解释；图解说明；正确动作口令式训练,结果重申；情绪收束；轻行动指令,5,5,4,yes_reference_pattern_reused_from_ali_recheck_100,risk_pattern_only,no_finished_video_reference,no,no,pending_user_review,未明确说明适用人群边界；‘100次’量化训练可能引发过度训练误解,health_action_risk_pending_professional_review,盆底肌图解是否准确合规；‘漏氵’字幕是否涉及敏感词风险；100次训练是否需加‘根据体能调整’提示,high,reused_existing_ali_recheck_success_no_new_api_call
fv_0035,ai_needed_final_video,一个瑜伽小球练出灵动的八爪鱼6.1（3）.mp4,single_action_tts_teaching,positive_reference_only,痛点可视化,00:00:00.000（坐姿持球+标题字幕‘练出灵动的八爪鱼’）、00:00:01.000（换装坐椅+‘当你能用瑜伽小球’引出问题）,00:00:00.000,00:00:03.055,3.055,动作演示；图解对比；口令重复；卡通场景具象化,partial_action_visible_pending_professional_review,subtitle_action_alignment_partial_visual_only_pending_audio_transcript,画面中女性在瑜伽小球上进行不同坐姿与骨盆控制动作；字幕反复出现‘一个瑜伽小球 练出灵动的八爪鱼’；出现‘拧毛巾的练习’‘每天完成50次’‘修复前→修复后’图示；卡通插图表现漏尿场景；结尾叠加八爪鱼图像象征强化效果,00:00:00.000；00:00:01.000；00:00:03.055；00:00:05.432；00:00:08.148；00:00:10.863；00:00:13.579；00:00:16.624,动作演示；图解对比；口令重复；卡通场景具象化,结果重申；动作完成；价值收束,5,4,4,yes_reference_pattern_reused_from_ali_recheck_100,risk_pattern_only,no_finished_video_reference,no,no,pending_user_review,将回到没抱娃之前（暗示产后恢复效果，存在过度承诺风险）；强悍（效果夸大）,health_action_risk_pending_professional_review,‘将回到没抱娃之前’是否构成医疗效果承诺；‘强健’‘八爪鱼’等隐喻是否误导用户对生理效果预期；修复前后图示是否具备临床可验证性,high,reused_existing_ali_recheck_success_no_new_api_call
fv_0036,ai_needed_final_video,一个瑜伽小球练出灵动的八爪鱼6.8（（3）.mp4,single_action_tts_teaching,positive_reference_only,结果承诺,00:00:00.000：主讲人坐姿持球，大字幕‘一个瑜伽小球 练出灵动的八爪鱼’；00:00:01.000：同步出现四格分镜，标注‘前后移动（改善盆底松弛）’‘上下拍打（改善盆底漏水）’等动作+功效组合,00:00:00.000,00:00:05.743,5.743,动作演示；字幕标注动作名称与功效,complete_or_key_cycle_visible_visual_only,subtitle_action_alignment_partial_visual_only_pending_audio_transcript,画面始终为同一女性在室内地毯上使用粉色瑜伽小球做坐姿训练；8帧中6帧为四宫格分镜结构，每格含动作图+黄底黑字功效说明；无口播文字转录可见；动作包括前后移动、上下拍打、360°转圈、左右摆动四类；所有字幕均含‘改善XX’表述,00:00:00.000；00:00:01.000；00:00:05.743；00:00:10.209；00:00:15.314；00:00:20.419；00:00:25.523；00:00:31.554,动作演示；字幕标注动作名称与功效,动作完成；画面延续,5,5,5,yes_reference_pattern_reused_from_ali_recheck_100,risk_pattern_only,no_finished_video_reference,no,no,pending_user_review,改善盆底漏水；改善产后胯宽,health_action_risk_pending_professional_review,‘改善盆底漏水’‘改善产后胯宽’等疗效性字幕是否合规；动作是否真能达成所标功效（需专业复核）；有无隐藏口播提及医疗术语,high,reused_existing_ali_recheck_success_no_new_api_call
fv_0037,ai_needed_final_video,一个瑜伽小球练出紧致八爪鱼.mp4,single_action_tts_teaching,positive_reference_only,结果承诺,00:00:00.000：主画面坐姿持球+大字幕‘一个瑜伽小球 练出紧致八爪鱼’；00:00:01.000：进入多格分步演示起始帧，同步标题与动作,00:00:00.000,00:00:04.171,4.171,动作演示；口令标注；分步循环,complete_or_key_cycle_visible_visual_only,subtitle_action_alignment_partial_visual_only_pending_audio_transcript,画面始终为同一女性在室内地毯上使用粉色瑜伽小球进行坐姿训练；字幕固定显示‘一个瑜伽球练习八爪鱼’‘轻松居家锻炼 每天放松五分钟’；动作按四类标签循环演示：上下拍击、前后移动、左右摆动、拧毛巾；左侧竖排文字‘传播女性正能量 拒绝焦虑’贯穿全程；无口播文字转录可见，仅依赖画面与字幕传递信息,00:00:00.000；00:00:01.000；00:00:04.171；00:00:07.415；00:00:11.123；00:00:14.831；00:00:18.538；00:00:22.823,动作演示；口令标注；分步循环,动作完成；结果重申,5,5,4,yes_reference_pattern_reused_from_ali_recheck_100,risk_pattern_only,no_finished_video_reference,no,no,pending_user_review,‘紧致八爪鱼’为非医学术语，易引发效果过度联想；未说明适用人群限制,health_action_risk_pending_professional_review,‘紧致八爪鱼’是否构成误导性效果承诺；‘每天放松五分钟’是否与实际动作时长匹配；左侧竖排文字‘拒绝焦虑’是否构成情绪诱导,high,reused_existing_ali_recheck_success_no_new_api_call
fv_0038,ai_needed_final_video,一个瑜伽小球练出美丽的八爪鱼.mp4,single_action_tts_teaching,positive_reference_only,结果承诺,00:00:00.000：主讲人正面坐姿持球，大字幕‘一个瑜伽小球 练出美丽的八爪鱼’；00:00:01.000：背面起始动作，叠加统一话术字幕,00:00:00.000,00:00:02.712,2.712,动作演示；口令（呼气向前顶/吸气向后坐）；重复强化,complete_or_key_cycle_visible_visual_only,subtitle_action_alignment_partial_visual_only_pending_audio_transcript,画面始终为单人室内瑜伽垫场景，使用粉色小球；前8帧中6帧为同一动作循环演示（坐姿→手臂上举→后仰→还原），字幕高度重复；无切换场景、无他人示范、无解剖图示；左侧竖排小字‘待播女性正能量 拒绝低俗’，右下角固定提示‘不会呼吸的评论区留言找我’,00:00:00.000；00:00:01.000；00:00:02.712；00:00:04.822；00:00:07.233；00:00:09.644；00:00:12.055；00:00:14.719,动作演示；口令（呼气向前顶/吸气向后坐）；重复强化,结果重申；动作完成,5,5,5,yes_reference_pattern_reused_from_ali_recheck_100,risk_pattern_only,no_finished_video_reference,no,no,pending_user_review,效果承诺（小肚子平、臀翘）；医学健康边界（盆底肌紧了未说明适用人群与禁忌）,health_action_risk_pending_professional_review,‘盆底肌紧了’是否构成医疗效果承诺；‘八爪鱼’动作命名是否易引发误解；重复字幕是否违反平台重复信息规范,high,reused_existing_ali_recheck_success_no_new_api_call
