review_id,candidate_id,candidate_status,route_decision,start_time,end_time,priority_score,value_judgment,why_selected_or_exported,why_not_publish_ready,manual_packaging_action,audio_transcript_status,risk_boundary,next_decision
c9623_value_001,c9623_021,qualified_repackaging,action_repackaging_candidate,00:42:30.000,00:45:30.000,15,可做人审动作教学再包装素材；不是发布候选。,视觉上存在连续动作或前后窗口救回价值；仅作为本地人审素材导出，不代表发布可用。,pending_audio_transcript / pending_user_review / health_action_risk_pending_professional_review,用 TTS 补问题前置、动作目标、禁忌提示；不要承诺治疗或效果。,pending_audio_transcript,不确认审美、动作专业性、健康表达、业务转化或发布可用。,听口播后补问题前置/TTS/字幕，再决定是否包装。
c9623_value_002,c9623_022,qualified_repackaging,action_repackaging_candidate,00:45:20.000,00:48:20.000,15,可做人审动作教学再包装素材；不是发布候选。,视觉上存在连续动作或前后窗口救回价值；仅作为本地人审素材导出，不代表发布可用。,pending_audio_transcript / pending_user_review / health_action_risk_pending_professional_review,用 TTS 补问题前置、动作目标、禁忌提示；不要承诺治疗或效果。,pending_audio_transcript,不确认审美、动作专业性、健康表达、业务转化或发布可用。,听口播后补问题前置/TTS/字幕，再决定是否包装。
c9623_value_003,c9623_023,pending_audio_review,pending_manual_review,00:48:10.000,00:51:10.000,15,画面线索不足以单独定案，需音频/字幕复核。,视觉线索不足以确认完整表达，但有手势/动作/道具讲解线索，导出优先级样本供听审。,pending_audio_transcript / pending_user_review / health_action_risk_pending_professional_review,用 TTS 补问题前置、动作目标、禁忌提示；不要承诺治疗或效果。,pending_audio_transcript,不确认审美、动作专业性、健康表达、业务转化或发布可用。,先听审；不通过则淘汰。
c9623_value_004,c9623_028,qualified_repackaging,action_repackaging_candidate,00:59:30.000,01:02:30.000,15,可做人审动作教学再包装素材；不是发布候选。,视觉上存在连续动作或前后窗口救回价值；仅作为本地人审素材导出，不代表发布可用。,pending_audio_transcript / pending_user_review / health_action_risk_pending_professional_review,用 TTS 补问题前置、动作目标、禁忌提示；不要承诺治疗或效果。,pending_audio_transcript,不确认审美、动作专业性、健康表达、业务转化或发布可用。,听口播后补问题前置/TTS/字幕，再决定是否包装。
c9623_value_005,c9623_032,qualified_merge_candidate,adjacent_merge_candidate,01:10:50.000,01:13:50.000,15,可做相邻窗口合并复核；单窗口不独立成立。,视觉上存在连续动作或前后窗口救回价值；仅作为本地人审素材导出，不代表发布可用。,pending_audio_transcript / pending_user_review / health_action_risk_pending_professional_review,用 TTS 补问题前置、动作目标、禁忌提示；不要承诺治疗或效果。,pending_audio_transcript,不确认审美、动作专业性、健康表达、业务转化或发布可用。,扩前后窗口并重算语义完整度。
c9623_value_006,c9623_033,qualified_repackaging,action_repackaging_candidate,01:13:40.000,01:16:40.000,15,可做人审动作教学再包装素材；不是发布候选。,视觉上存在连续动作或前后窗口救回价值；仅作为本地人审素材导出，不代表发布可用。,pending_audio_transcript / pending_user_review / health_action_risk_pending_professional_review,用 TTS 补问题前置、动作目标、禁忌提示；不要承诺治疗或效果。,pending_audio_transcript,不确认审美、动作专业性、健康表达、业务转化或发布可用。,听口播后补问题前置/TTS/字幕，再决定是否包装。
c9623_value_007,c9623_038,qualified_merge_candidate,adjacent_merge_candidate,01:27:50.000,01:30:50.000,15,可做相邻窗口合并复核；单窗口不独立成立。,视觉上存在连续动作或前后窗口救回价值；仅作为本地人审素材导出，不代表发布可用。,pending_audio_transcript / pending_user_review / health_action_risk_pending_professional_review,用 TTS 补问题前置、动作目标、禁忌提示；不要承诺治疗或效果。,pending_audio_transcript,不确认审美、动作专业性、健康表达、业务转化或发布可用。,扩前后窗口并重算语义完整度。
c9623_value_008,c9623_039,qualified_repackaging,action_repackaging_candidate,01:30:40.000,01:33:40.000,15,可做人审动作教学再包装素材；不是发布候选。,视觉上存在连续动作或前后窗口救回价值；仅作为本地人审素材导出，不代表发布可用。,pending_audio_transcript / pending_user_review / health_action_risk_pending_professional_review,用 TTS 补问题前置、动作目标、禁忌提示；不要承诺治疗或效果。,pending_audio_transcript,不确认审美、动作专业性、健康表达、业务转化或发布可用。,听口播后补问题前置/TTS/字幕，再决定是否包装。
c9623_value_009,c9623_020,qualified_repackaging,action_repackaging_candidate,00:39:40.000,00:42:40.000,14,可做人审动作教学再包装素材；不是发布候选。,视觉上存在连续动作或前后窗口救回价值；仅作为本地人审素材导出，不代表发布可用。,pending_audio_transcript / pending_user_review / health_action_risk_pending_professional_review,用 TTS 补问题前置、动作目标、禁忌提示；不要承诺治疗或效果。,pending_audio_transcript,不确认审美、动作专业性、健康表达、业务转化或发布可用。,听口播后补问题前置/TTS/字幕，再决定是否包装。
c9623_value_010,c9623_043,qualified_merge_candidate,adjacent_merge_candidate,01:42:00.000,01:43:03.677,14,可做相邻窗口合并复核；单窗口不独立成立。,视觉上存在连续动作或前后窗口救回价值；仅作为本地人审素材导出，不代表发布可用。,pending_audio_transcript / pending_user_review / health_action_risk_pending_professional_review,用 TTS 补问题前置、动作目标、禁忌提示；不要承诺治疗或效果。,pending_audio_transcript,不确认审美、动作专业性、健康表达、业务转化或发布可用。,扩前后窗口并重算语义完整度。
c9623_value_011,c9623_026,pending_audio_review,pending_manual_review,00:53:50.000,00:56:50.000,13,画面线索不足以单独定案，需音频/字幕复核。,视觉线索不足以确认完整表达，但有手势/动作/道具讲解线索，导出优先级样本供听审。,pending_audio_transcript / pending_user_review / health_action_risk_pending_professional_review,补 3 秒问题前置；用 TTS 解释动作目标/禁忌；字幕标出发力点；保留 pending_user_review。,pending_audio_transcript,不确认审美、动作专业性、健康表达、业务转化或发布可用。,先听审；不通过则淘汰。
c9623_value_012,c9623_027,qualified_repackaging,action_repackaging_candidate,00:56:40.000,00:59:40.000,13,可做人审动作教学再包装素材；不是发布候选。,视觉上存在连续动作或前后窗口救回价值；仅作为本地人审素材导出，不代表发布可用。,pending_audio_transcript / pending_user_review / health_action_risk_pending_professional_review,用 TTS 补问题前置、动作目标、禁忌提示；不要承诺治疗或效果。,pending_audio_transcript,不确认审美、动作专业性、健康表达、业务转化或发布可用。,听口播后补问题前置/TTS/字幕，再决定是否包装。
c9623_value_013,c9623_029,pending_audio_review,pending_manual_review,01:02:20.000,01:05:20.000,13,画面线索不足以单独定案，需音频/字幕复核。,视觉线索不足以确认完整表达，但有手势/动作/道具讲解线索，导出优先级样本供听审。,pending_audio_transcript / pending_user_review / health_action_risk_pending_professional_review,补 3 秒问题前置；用 TTS 解释动作目标/禁忌；字幕标出发力点；保留 pending_user_review。,pending_audio_transcript,不确认审美、动作专业性、健康表达、业务转化或发布可用。,先听审；不通过则淘汰。
c9623_value_014,c9623_030,pending_audio_review,pending_manual_review,01:05:10.000,01:08:10.000,13,画面线索不足以单独定案，需音频/字幕复核。,视觉线索不足以确认完整表达，但有手势/动作/道具讲解线索，导出优先级样本供听审。,pending_audio_transcript / pending_user_review / health_action_risk_pending_professional_review,补 3 秒问题前置；用 TTS 解释动作目标/禁忌；字幕标出发力点；保留 pending_user_review。,pending_audio_transcript,不确认审美、动作专业性、健康表达、业务转化或发布可用。,先听审；不通过则淘汰。
c9623_value_015,c9623_035,pending_audio_review,pending_manual_review,01:19:20.000,01:22:20.000,13,画面线索不足以单独定案，需音频/字幕复核。,视觉线索不足以确认完整表达，但有手势/动作/道具讲解线索，导出优先级样本供听审。,pending_audio_transcript / pending_user_review / health_action_risk_pending_professional_review,补 3 秒问题前置；用 TTS 解释动作目标/禁忌；字幕标出发力点；保留 pending_user_review。,pending_audio_transcript,不确认审美、动作专业性、健康表达、业务转化或发布可用。,先听审；不通过则淘汰。
c9623_value_016,c9623_036,pending_audio_review,pending_manual_review,01:22:10.000,01:25:10.000,13,画面线索不足以单独定案，需音频/字幕复核。,视觉线索不足以确认完整表达，但有手势/动作/道具讲解线索，导出优先级样本供听审。,pending_audio_transcript / pending_user_review / health_action_risk_pending_professional_review,补 3 秒问题前置；用 TTS 解释动作目标/禁忌；字幕标出发力点；保留 pending_user_review。,pending_audio_transcript,不确认审美、动作专业性、健康表达、业务转化或发布可用。,先听审；不通过则淘汰。
c9623_value_017,c9623_037,pending_audio_review,pending_manual_review,01:25:00.000,01:28:00.000,13,画面线索不足以单独定案，需音频/字幕复核。,视觉线索不足以确认完整表达，但有手势/动作/道具讲解线索，导出优先级样本供听审。,pending_audio_transcript / pending_user_review / health_action_risk_pending_professional_review,用 TTS 补问题前置、动作目标、禁忌提示；不要承诺治疗或效果。,pending_audio_transcript,不确认审美、动作专业性、健康表达、业务转化或发布可用。,先听审；不通过则淘汰。
c9623_value_018,c9623_040,pending_audio_review,pending_manual_review,01:33:30.000,01:36:30.000,13,画面线索不足以单独定案，需音频/字幕复核。,视觉线索不足以确认完整表达，但有手势/动作/道具讲解线索，导出优先级样本供听审。,pending_audio_transcript / pending_user_review / health_action_risk_pending_professional_review,用 TTS 补问题前置、动作目标、禁忌提示；不要承诺治疗或效果。,pending_audio_transcript,不确认审美、动作专业性、健康表达、业务转化或发布可用。,先听审；不通过则淘汰。
c9623_value_019,c9623_034,pending_audio_review,pending_manual_review,01:16:30.000,01:18:00.000,12,画面线索不足以单独定案，需音频/字幕复核。,视觉线索不足以确认完整表达，但有手势/动作/道具讲解线索，导出优先级样本供听审。,pending_audio_transcript / pending_user_review / health_action_risk_pending_professional_review,补 3 秒问题前置；用 TTS 解释动作目标/禁忌；字幕标出发力点；保留 pending_user_review。,pending_audio_transcript,不确认审美、动作专业性、健康表达、业务转化或发布可用。,先听审；不通过则淘汰。
c9623_value_020,c9623_001,pending_audio_review,pending_manual_review,00:00:00.000,00:01:30.000,9,画面线索不足以单独定案，需音频/字幕复核。,视觉线索不足以确认完整表达，但有手势/动作/道具讲解线索，导出优先级样本供听审。,pending_audio_transcript / pending_user_review / health_action_risk_pending_professional_review,用 TTS 补问题前置、动作目标、禁忌提示；不要承诺治疗或效果。,pending_audio_transcript,不确认审美、动作专业性、健康表达、业务转化或发布可用。,先听审；不通过则淘汰。
c9623_value_021,c9623_016,pending_audio_review,pending_manual_review,00:31:10.000,00:32:40.000,9,画面线索不足以单独定案，需音频/字幕复核。,视觉线索不足以确认完整表达，但有手势/动作/道具讲解线索，导出优先级样本供听审。,pending_audio_transcript / pending_user_review / health_action_risk_pending_professional_review,用 TTS 补问题前置、动作目标、禁忌提示；不要承诺治疗或效果。,pending_audio_transcript,不确认审美、动作专业性、健康表达、业务转化或发布可用。,先听审；不通过则淘汰。
c9623_value_022,c9623_019,qualified_repackaging,action_repackaging_candidate,00:36:50.000,00:39:50.000,9,可做人审动作教学再包装素材；不是发布候选。,视觉上存在连续动作或前后窗口救回价值；仅作为本地人审素材导出，不代表发布可用。,pending_audio_transcript / pending_user_review / health_action_risk_pending_professional_review,用 TTS 补问题前置、动作目标、禁忌提示；不要承诺治疗或效果。,pending_audio_transcript,不确认审美、动作专业性、健康表达、业务转化或发布可用。,听口播后补问题前置/TTS/字幕，再决定是否包装。
c9623_value_023,c9623_015,qualified_merge_candidate,adjacent_merge_candidate,00:28:20.000,00:31:20.000,8,可做相邻窗口合并复核；单窗口不独立成立。,视觉上存在连续动作或前后窗口救回价值；仅作为本地人审素材导出，不代表发布可用。,pending_audio_transcript / pending_user_review / health_action_risk_pending_professional_review,用 TTS 补问题前置、动作目标、禁忌提示；不要承诺治疗或效果。,pending_audio_transcript,不确认审美、动作专业性、健康表达、业务转化或发布可用。,扩前后窗口并重算语义完整度。
c9623_value_024,c9623_002,pending_audio_review,pending_manual_review,00:02:50.000,00:05:50.000,7,画面线索不足以单独定案，需音频/字幕复核。,视觉线索不足以确认完整表达，但有手势/动作/道具讲解线索，导出优先级样本供听审。,pending_audio_transcript / pending_user_review / health_action_risk_pending_professional_review,补 3 秒问题前置；用 TTS 解释动作目标/禁忌；字幕标出发力点；保留 pending_user_review。,pending_audio_transcript,不确认审美、动作专业性、健康表达、业务转化或发布可用。,先听审；不通过则淘汰。
c9623_value_025,c9623_012,pending_audio_review,pending_manual_review,00:21:20.000,00:22:50.000,7,画面线索不足以单独定案，需音频/字幕复核。,视觉线索不足以确认完整表达，但有手势/动作/道具讲解线索，导出优先级样本供听审。,pending_audio_transcript / pending_user_review / health_action_risk_pending_professional_review,补 3 秒问题前置；用 TTS 解释动作目标/禁忌；字幕标出发力点；保留 pending_user_review。,pending_audio_transcript,不确认审美、动作专业性、健康表达、业务转化或发布可用。,先听审；不通过则淘汰。
c9623_value_026,c9623_013,pending_audio_review,pending_manual_review,00:22:40.000,00:25:40.000,7,画面线索不足以单独定案，需音频/字幕复核。,视觉线索不足以确认完整表达，但有手势/动作/道具讲解线索，导出优先级样本供听审。,pending_audio_transcript / pending_user_review / health_action_risk_pending_professional_review,补 3 秒问题前置；用 TTS 解释动作目标/禁忌；字幕标出发力点；保留 pending_user_review。,pending_audio_transcript,不确认审美、动作专业性、健康表达、业务转化或发布可用。,先听审；不通过则淘汰。
c9623_value_027,c9623_014,pending_audio_review,pending_manual_review,00:25:30.000,00:28:30.000,7,画面线索不足以单独定案，需音频/字幕复核。,视觉线索不足以确认完整表达，但有手势/动作/道具讲解线索，导出优先级样本供听审。,pending_audio_transcript / pending_user_review / health_action_risk_pending_professional_review,补 3 秒问题前置；用 TTS 解释动作目标/禁忌；字幕标出发力点；保留 pending_user_review。,pending_audio_transcript,不确认审美、动作专业性、健康表达、业务转化或发布可用。,先听审；不通过则淘汰。
c9623_value_028,c9623_003,pending_audio_review,pending_manual_review,00:05:40.000,00:07:10.000,6,画面线索不足以单独定案，需音频/字幕复核。,视觉线索不足以确认完整表达，但有手势/动作/道具讲解线索，导出优先级样本供听审。,pending_audio_transcript / pending_user_review / health_action_risk_pending_professional_review,补 3 秒问题前置；用 TTS 解释动作目标/禁忌；字幕标出发力点；保留 pending_user_review。,pending_audio_transcript,不确认审美、动作专业性、健康表达、业务转化或发布可用。,先听审；不通过则淘汰。
c9623_value_029,c9623_005,pending_audio_review,pending_manual_review,00:08:30.000,00:10:00.000,6,画面线索不足以单独定案，需音频/字幕复核。,视觉线索不足以确认完整表达，但有手势/动作/道具讲解线索，导出优先级样本供听审。,pending_audio_transcript / pending_user_review / health_action_risk_pending_professional_review,补 3 秒问题前置；用 TTS 解释动作目标/禁忌；字幕标出发力点；保留 pending_user_review。,pending_audio_transcript,不确认审美、动作专业性、健康表达、业务转化或发布可用。,先听审；不通过则淘汰。
c9623_value_030,c9623_007,pending_audio_review,pending_manual_review,00:11:20.000,00:14:20.000,6,画面线索不足以单独定案，需音频/字幕复核。,视觉线索不足以确认完整表达，但有手势/动作/道具讲解线索，导出优先级样本供听审。,pending_audio_transcript / pending_user_review / health_action_risk_pending_professional_review,用 TTS 补问题前置、动作目标、禁忌提示；不要承诺治疗或效果。,pending_audio_transcript,不确认审美、动作专业性、健康表达、业务转化或发布可用。,先听审；不通过则淘汰。
c9623_value_031,c9623_008,pending_audio_review,pending_manual_review,00:14:10.000,00:17:10.000,6,画面线索不足以单独定案，需音频/字幕复核。,视觉线索不足以确认完整表达，但有手势/动作/道具讲解线索，导出优先级样本供听审。,pending_audio_transcript / pending_user_review / health_action_risk_pending_professional_review,用 TTS 补问题前置、动作目标、禁忌提示；不要承诺治疗或效果。,pending_audio_transcript,不确认审美、动作专业性、健康表达、业务转化或发布可用。,先听审；不通过则淘汰。
c9623_value_032,c9623_011,pending_audio_review,pending_manual_review,00:19:50.000,00:21:20.000,6,画面线索不足以单独定案，需音频/字幕复核。,视觉线索不足以确认完整表达，但有手势/动作/道具讲解线索，导出优先级样本供听审。,pending_audio_transcript / pending_user_review / health_action_risk_pending_professional_review,补 3 秒问题前置；用 TTS 解释动作目标/禁忌；字幕标出发力点；保留 pending_user_review。,pending_audio_transcript,不确认审美、动作专业性、健康表达、业务转化或发布可用。,先听审；不通过则淘汰。
c9623_value_033,c9623_018,pending_audio_review,pending_manual_review,00:34:00.000,00:37:00.000,6,画面线索不足以单独定案，需音频/字幕复核。,视觉线索不足以确认完整表达，但有手势/动作/道具讲解线索，导出优先级样本供听审。,pending_audio_transcript / pending_user_review / health_action_risk_pending_professional_review,用 TTS 补问题前置、动作目标、禁忌提示；不要承诺治疗或效果。,pending_audio_transcript,不确认审美、动作专业性、健康表达、业务转化或发布可用。,先听审；不通过则淘汰。
c9623_value_034,c9623_024,pending_audio_review,pending_manual_review,00:51:00.000,00:52:30.000,6,画面线索不足以单独定案，需音频/字幕复核。,视觉线索不足以确认完整表达，但有手势/动作/道具讲解线索，导出优先级样本供听审。,pending_audio_transcript / pending_user_review / health_action_risk_pending_professional_review,补 3 秒问题前置；用 TTS 解释动作目标/禁忌；字幕标出发力点；保留 pending_user_review。,pending_audio_transcript,不确认审美、动作专业性、健康表达、业务转化或发布可用。,先听审；不通过则淘汰。
c9623_value_035,c9623_031,pending_audio_review,pending_manual_review,01:08:00.000,01:11:00.000,6,画面线索不足以单独定案，需音频/字幕复核。,视觉线索不足以确认完整表达，但有手势/动作/道具讲解线索，导出优先级样本供听审。,pending_audio_transcript / pending_user_review / health_action_risk_pending_professional_review,补 3 秒问题前置；用 TTS 解释动作目标/禁忌；字幕标出发力点；保留 pending_user_review。,pending_audio_transcript,不确认审美、动作专业性、健康表达、业务转化或发布可用。,先听审；不通过则淘汰。
c9623_value_036,c9623_041,pending_audio_review,pending_manual_review,01:36:20.000,01:39:20.000,6,画面线索不足以单独定案，需音频/字幕复核。,视觉线索不足以确认完整表达，但有手势/动作/道具讲解线索，导出优先级样本供听审。,pending_audio_transcript / pending_user_review / health_action_risk_pending_professional_review,补 3 秒问题前置；用 TTS 解释动作目标/禁忌；字幕标出发力点；保留 pending_user_review。,pending_audio_transcript,不确认审美、动作专业性、健康表达、业务转化或发布可用。,先听审；不通过则淘汰。
c9623_value_037,c9623_042,pending_audio_review,pending_manual_review,01:39:10.000,01:42:10.000,6,画面线索不足以单独定案，需音频/字幕复核。,视觉线索不足以确认完整表达，但有手势/动作/道具讲解线索，导出优先级样本供听审。,pending_audio_transcript / pending_user_review / health_action_risk_pending_professional_review,补 3 秒问题前置；用 TTS 解释动作目标/禁忌；字幕标出发力点；保留 pending_user_review。,pending_audio_transcript,不确认审美、动作专业性、健康表达、业务转化或发布可用。,先听审；不通过则淘汰。
c9623_value_038,c9623_004,pending_audio_review,pending_manual_review,00:07:10.000,00:08:40.000,5,画面线索不足以单独定案，需音频/字幕复核。,视觉线索不足以确认完整表达，但有手势/动作/道具讲解线索，导出优先级样本供听审。,pending_audio_transcript / pending_user_review / health_action_risk_pending_professional_review,补 3 秒问题前置；用 TTS 解释动作目标/禁忌；字幕标出发力点；保留 pending_user_review。,pending_audio_transcript,不确认审美、动作专业性、健康表达、业务转化或发布可用。,先听审；不通过则淘汰。
c9623_value_039,c9623_006,pending_audio_review,pending_manual_review,00:10:00.000,00:11:30.000,4,画面线索不足以单独定案，需音频/字幕复核。,视觉线索不足以确认完整表达，但有手势/动作/道具讲解线索，导出优先级样本供听审。,pending_audio_transcript / pending_user_review / health_action_risk_pending_professional_review,补 3 秒问题前置；用 TTS 解释动作目标/禁忌；字幕标出发力点；保留 pending_user_review。,pending_audio_transcript,不确认审美、动作专业性、健康表达、业务转化或发布可用。,先听审；不通过则淘汰。
c9623_value_040,c9623_009,pending_audio_review,pending_manual_review,00:17:00.000,00:18:30.000,4,画面线索不足以单独定案，需音频/字幕复核。,视觉线索不足以确认完整表达，但有手势/动作/道具讲解线索，导出优先级样本供听审。,pending_audio_transcript / pending_user_review / health_action_risk_pending_professional_review,补 3 秒问题前置；用 TTS 解释动作目标/禁忌；字幕标出发力点；保留 pending_user_review。,pending_audio_transcript,不确认审美、动作专业性、健康表达、业务转化或发布可用。,先听审；不通过则淘汰。
c9623_value_041,c9623_010,pending_audio_review,pending_manual_review,00:18:30.000,00:20:00.000,4,画面线索不足以单独定案，需音频/字幕复核。,视觉线索不足以确认完整表达，但有手势/动作/道具讲解线索，导出优先级样本供听审。,pending_audio_transcript / pending_user_review / health_action_risk_pending_professional_review,补 3 秒问题前置；用 TTS 解释动作目标/禁忌；字幕标出发力点；保留 pending_user_review。,pending_audio_transcript,不确认审美、动作专业性、健康表达、业务转化或发布可用。,先听审；不通过则淘汰。
c9623_value_042,c9623_017,reject_unusable,reject_unusable,00:32:40.000,00:34:10.000,0,当前证据不足或不可用，保持弃用索引。,,pending_audio_transcript / pending_user_review / health_action_risk_pending_professional_review,补 3 秒问题前置；用 TTS 解释动作目标/禁忌；字幕标出发力点；保留 pending_user_review。,pending_audio_transcript,不确认审美、动作专业性、健康表达、业务转化或发布可用。,不导出，除非用户指定人工重判。
c9623_value_043,c9623_025,reject_unusable,reject_unusable,00:52:30.000,00:54:00.000,0,当前证据不足或不可用，保持弃用索引。,,pending_audio_transcript / pending_user_review / health_action_risk_pending_professional_review,补 3 秒问题前置；用 TTS 解释动作目标/禁忌；字幕标出发力点；保留 pending_user_review。,pending_audio_transcript,不确认审美、动作专业性、健康表达、业务转化或发布可用。,不导出，除非用户指定人工重判。
