ali_review_id,candidate_id,pair_group_id,recording_id,usable_structure_name,source_file,source_file_exists,full_context_path,full_context_exists,visual_input_folder,contact_sheet_path,preview_20s_path,frame_timecodes,material_status,visual_api_status,visual_model_used,p0_gate_result
ALI017,live_cand_0027,pair_0027,rec_001,多动作组合 + 同一主题推进 + 轻跟练收束,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/5月13日直播素材.MP4,true,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/05_多动作组合_同一主题推进轻跟练收束/A017_live_cand_0027_pair_0027_rec_001/03_完整上下文_full_context.mp4,true,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/05_多动作组合_同一主题推进轻跟练收束/ALI017_live_cand_0027_pair_0027_rec_001,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/05_多动作组合_同一主题推进轻跟练收束/ALI017_live_cand_0027_pair_0027_rec_001/04_视觉证据_contact_sheet.jpg,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/05_多动作组合_同一主题推进轻跟练收束/ALI017_live_cand_0027_pair_0027_rec_001/05_20秒复核预览_preview_20s.mp4,"00:00:09.602,00:00:33.606,00:01:00.010,00:01:26.414,00:01:50.418",created,success,qwen3-vl-plus,weak_related_need_manual_review
ALI018,live_cand_0028,pair_0028,rec_001,多动作组合 + 同一主题推进 + 轻跟练收束,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/5月13日直播素材.MP4,true,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/05_多动作组合_同一主题推进轻跟练收束/A018_live_cand_0028_pair_0028_rec_001/03_完整上下文_full_context.mp4,true,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/05_多动作组合_同一主题推进轻跟练收束/ALI018_live_cand_0028_pair_0028_rec_001,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/05_多动作组合_同一主题推进轻跟练收束/ALI018_live_cand_0028_pair_0028_rec_001/04_视觉证据_contact_sheet.jpg,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/05_多动作组合_同一主题推进轻跟练收束/ALI018_live_cand_0028_pair_0028_rec_001/05_20秒复核预览_preview_20s.mp4,"00:00:09.602,00:00:33.606,00:01:00.010,00:01:26.414,00:01:50.418",created,success,qwen3-vl-plus,still_blocked_topic_break
ALI019,live_cand_0030,pair_0030,rec_001,误区/错误先抛 + 正确动作对比 + 原因解释,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/5月13日直播素材.MP4,true,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/01_误区错误纠正_错误动作正确动作原因解释/A019_live_cand_0030_pair_0030_rec_001/03_完整上下文_full_context.mp4,true,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/04_误区错误纠正_错误动作正确动作原因解释/ALI019_live_cand_0030_pair_0030_rec_001,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/04_误区错误纠正_错误动作正确动作原因解释/ALI019_live_cand_0030_pair_0030_rec_001/04_视觉证据_contact_sheet.jpg,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/04_误区错误纠正_错误动作正确动作原因解释/ALI019_live_cand_0030_pair_0030_rec_001/05_20秒复核预览_preview_20s.mp4,"00:00:09.602,00:00:33.606,00:01:00.010,00:01:26.414,00:01:50.418",created,success,qwen3-vl-plus,logic_mismatch_reject
ALI020,live_cand_0031,pair_0031,rec_001,多动作组合 + 同一主题推进 + 轻跟练收束,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/5月13日直播素材.MP4,true,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/05_多动作组合_同一主题推进轻跟练收束/A020_live_cand_0031_pair_0031_rec_001/03_完整上下文_full_context.mp4,true,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/05_多动作组合_同一主题推进轻跟练收束/ALI020_live_cand_0031_pair_0031_rec_001,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/05_多动作组合_同一主题推进轻跟练收束/ALI020_live_cand_0031_pair_0031_rec_001/04_视觉证据_contact_sheet.jpg,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/05_多动作组合_同一主题推进轻跟练收束/ALI020_live_cand_0031_pair_0031_rec_001/05_20秒复核预览_preview_20s.mp4,"00:00:09.602,00:00:33.606,00:01:00.010,00:01:26.414,00:01:50.418",created,success,qwen-vl-max,true_pair
ALI021,live_cand_0032,pair_0032,rec_001,多动作组合 + 同一主题推进 + 轻跟练收束,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/5月13日直播素材.MP4,true,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/05_多动作组合_同一主题推进轻跟练收束/A021_live_cand_0032_pair_0032_rec_001/03_完整上下文_full_context.mp4,true,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/05_多动作组合_同一主题推进轻跟练收束/ALI021_live_cand_0032_pair_0032_rec_001,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/05_多动作组合_同一主题推进轻跟练收束/ALI021_live_cand_0032_pair_0032_rec_001/04_视觉证据_contact_sheet.jpg,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/05_多动作组合_同一主题推进轻跟练收束/ALI021_live_cand_0032_pair_0032_rec_001/05_20秒复核预览_preview_20s.mp4,"00:00:09.602,00:00:33.606,00:01:00.010,00:01:26.414,00:01:50.418",created,success,qwen3-vl-plus,weak_related_need_manual_review
ALI022,live_cand_0033,pair_0033,rec_001,多动作组合 + 同一主题推进 + 轻跟练收束,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/5月13日直播素材.MP4,true,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/05_多动作组合_同一主题推进轻跟练收束/A022_live_cand_0033_pair_0033_rec_001/03_完整上下文_full_context.mp4,true,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/05_多动作组合_同一主题推进轻跟练收束/ALI022_live_cand_0033_pair_0033_rec_001,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/05_多动作组合_同一主题推进轻跟练收束/ALI022_live_cand_0033_pair_0033_rec_001/04_视觉证据_contact_sheet.jpg,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/05_多动作组合_同一主题推进轻跟练收束/ALI022_live_cand_0033_pair_0033_rec_001/05_20秒复核预览_preview_20s.mp4,"00:00:09.602,00:00:33.606,00:01:00.010,00:01:26.414,00:01:50.418",created,success,qwen3-vl-plus,weak_related_need_manual_review
ALI023,live_cand_0034,pair_0034,rec_001,误区/错误先抛 + 正确动作对比 + 原因解释,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/5月13日直播素材.MP4,true,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/01_误区错误纠正_错误动作正确动作原因解释/A023_live_cand_0034_pair_0034_rec_001/03_完整上下文_full_context.mp4,true,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/04_误区错误纠正_错误动作正确动作原因解释/ALI023_live_cand_0034_pair_0034_rec_001,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/04_误区错误纠正_错误动作正确动作原因解释/ALI023_live_cand_0034_pair_0034_rec_001/04_视觉证据_contact_sheet.jpg,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/04_误区错误纠正_错误动作正确动作原因解释/ALI023_live_cand_0034_pair_0034_rec_001/05_20秒复核预览_preview_20s.mp4,"00:00:09.602,00:00:33.606,00:01:00.010,00:01:26.414,00:01:50.418",created,success,qwen3-vl-plus,still_blocked_topic_break
ALI024,live_cand_0035,pair_0035,rec_001,多动作组合 + 同一主题推进 + 轻跟练收束,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/5月13日直播素材.MP4,true,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/05_多动作组合_同一主题推进轻跟练收束/A024_live_cand_0035_pair_0035_rec_001/03_完整上下文_full_context.mp4,true,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/05_多动作组合_同一主题推进轻跟练收束/ALI024_live_cand_0035_pair_0035_rec_001,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/05_多动作组合_同一主题推进轻跟练收束/ALI024_live_cand_0035_pair_0035_rec_001/04_视觉证据_contact_sheet.jpg,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/05_多动作组合_同一主题推进轻跟练收束/ALI024_live_cand_0035_pair_0035_rec_001/05_20秒复核预览_preview_20s.mp4,"00:00:09.602,00:00:33.606,00:01:00.010,00:01:26.414,00:01:50.418",created,success,qwen3-vl-plus,weak_related_need_manual_review
ALI025,live_cand_0036,pair_0036,rec_001,多动作组合 + 同一主题推进 + 轻跟练收束,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/5月13日直播素材.MP4,true,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/05_多动作组合_同一主题推进轻跟练收束/A025_live_cand_0036_pair_0036_rec_001/03_完整上下文_full_context.mp4,true,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/05_多动作组合_同一主题推进轻跟练收束/ALI025_live_cand_0036_pair_0036_rec_001,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/05_多动作组合_同一主题推进轻跟练收束/ALI025_live_cand_0036_pair_0036_rec_001/04_视觉证据_contact_sheet.jpg,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/05_多动作组合_同一主题推进轻跟练收束/ALI025_live_cand_0036_pair_0036_rec_001/05_20秒复核预览_preview_20s.mp4,"00:00:09.602,00:00:33.606,00:01:00.010,00:01:26.414,00:01:50.418",created,success,qwen3-vl-plus,weak_related_need_manual_review
ALI026,live_cand_0049,pair_0049,rec_001,多动作组合 + 同一主题推进 + 轻跟练收束,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/5月13日直播素材.MP4,true,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/05_多动作组合_同一主题推进轻跟练收束/A026_live_cand_0049_pair_0049_rec_001/03_完整上下文_full_context.mp4,true,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/05_多动作组合_同一主题推进轻跟练收束/ALI026_live_cand_0049_pair_0049_rec_001,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/05_多动作组合_同一主题推进轻跟练收束/ALI026_live_cand_0049_pair_0049_rec_001/04_视觉证据_contact_sheet.jpg,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/05_多动作组合_同一主题推进轻跟练收束/ALI026_live_cand_0049_pair_0049_rec_001/05_20秒复核预览_preview_20s.mp4,"00:00:09.602,00:00:33.606,00:01:00.010,00:01:26.414,00:01:50.418",created,success,qwen3-vl-plus,weak_related_need_manual_review
ALI027,live_cand_0051,pair_0051,rec_001,误区/错误先抛 + 正确动作对比 + 原因解释,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/5月13日直播素材.MP4,true,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/01_误区错误纠正_错误动作正确动作原因解释/A027_live_cand_0051_pair_0051_rec_001/03_完整上下文_full_context.mp4,true,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/04_误区错误纠正_错误动作正确动作原因解释/ALI027_live_cand_0051_pair_0051_rec_001,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/04_误区错误纠正_错误动作正确动作原因解释/ALI027_live_cand_0051_pair_0051_rec_001/04_视觉证据_contact_sheet.jpg,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/04_误区错误纠正_错误动作正确动作原因解释/ALI027_live_cand_0051_pair_0051_rec_001/05_20秒复核预览_preview_20s.mp4,"00:00:09.602,00:00:33.606,00:01:00.010,00:01:26.414,00:01:50.418",created,success,qwen3-vl-plus,weak_related_need_manual_review
ALI028,live_cand_0055,pair_0055,rec_002,误区/错误先抛 + 正确动作对比 + 原因解释,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/C5824.MP4,true,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/01_误区错误纠正_错误动作正确动作原因解释/A028_live_cand_0055_pair_0055_rec_002/03_完整上下文_full_context.mp4,true,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/04_误区错误纠正_错误动作正确动作原因解释/ALI028_live_cand_0055_pair_0055_rec_002,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/04_误区错误纠正_错误动作正确动作原因解释/ALI028_live_cand_0055_pair_0055_rec_002/04_视觉证据_contact_sheet.jpg,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/04_误区错误纠正_错误动作正确动作原因解释/ALI028_live_cand_0055_pair_0055_rec_002/05_20秒复核预览_preview_20s.mp4,"00:00:09.602,00:00:33.606,00:01:00.010,00:01:26.414,00:01:50.418",created,success,qwen3-vl-plus,still_blocked_topic_break
ALI029,live_cand_0058,pair_0058,rec_002,多动作组合 + 同一主题推进 + 轻跟练收束,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/C5824.MP4,true,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/05_多动作组合_同一主题推进轻跟练收束/A029_live_cand_0058_pair_0058_rec_002/03_完整上下文_full_context.mp4,true,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/05_多动作组合_同一主题推进轻跟练收束/ALI029_live_cand_0058_pair_0058_rec_002,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/05_多动作组合_同一主题推进轻跟练收束/ALI029_live_cand_0058_pair_0058_rec_002/04_视觉证据_contact_sheet.jpg,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/05_多动作组合_同一主题推进轻跟练收束/ALI029_live_cand_0058_pair_0058_rec_002/05_20秒复核预览_preview_20s.mp4,"00:00:09.602,00:00:33.606,00:01:00.010,00:01:26.414,00:01:50.418",created,success,qwen3-vl-plus,weak_related_need_manual_review
ALI030,live_cand_0063,pair_0063,rec_002,工具/动作演示 + 发力口令 + 低压跟练收束,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/C5824.MP4,true,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/04_工具动作演示_发力口令低压跟练收束/A030_live_cand_0063_pair_0063_rec_002/03_完整上下文_full_context.mp4,true,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/02_工具动作演示_发力口令低压跟练收束/ALI030_live_cand_0063_pair_0063_rec_002,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/02_工具动作演示_发力口令低压跟练收束/ALI030_live_cand_0063_pair_0063_rec_002/04_视觉证据_contact_sheet.jpg,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/02_工具动作演示_发力口令低压跟练收束/ALI030_live_cand_0063_pair_0063_rec_002/05_20秒复核预览_preview_20s.mp4,"00:00:09.602,00:00:33.606,00:01:00.010,00:01:26.414,00:01:50.418",created,success,qwen3-vl-plus,still_blocked_topic_break
ALI031,live_cand_0064,pair_0064,rec_002,误区/错误先抛 + 正确动作对比 + 原因解释,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/C5824.MP4,true,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/01_误区错误纠正_错误动作正确动作原因解释/A031_live_cand_0064_pair_0064_rec_002/03_完整上下文_full_context.mp4,true,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/04_误区错误纠正_错误动作正确动作原因解释/ALI031_live_cand_0064_pair_0064_rec_002,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/04_误区错误纠正_错误动作正确动作原因解释/ALI031_live_cand_0064_pair_0064_rec_002/04_视觉证据_contact_sheet.jpg,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/04_误区错误纠正_错误动作正确动作原因解释/ALI031_live_cand_0064_pair_0064_rec_002/05_20秒复核预览_preview_20s.mp4,"00:00:09.602,00:00:33.606,00:01:00.010,00:01:26.414,00:01:50.418",created,success,qwen3-vl-plus,still_blocked_topic_break
ALI032,live_cand_0065,pair_0065,rec_002,误区/错误先抛 + 正确动作对比 + 原因解释,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/C5824.MP4,true,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/01_误区错误纠正_错误动作正确动作原因解释/A032_live_cand_0065_pair_0065_rec_002/03_完整上下文_full_context.mp4,true,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/04_误区错误纠正_错误动作正确动作原因解释/ALI032_live_cand_0065_pair_0065_rec_002,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/04_误区错误纠正_错误动作正确动作原因解释/ALI032_live_cand_0065_pair_0065_rec_002/04_视觉证据_contact_sheet.jpg,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/04_误区错误纠正_错误动作正确动作原因解释/ALI032_live_cand_0065_pair_0065_rec_002/05_20秒复核预览_preview_20s.mp4,"00:00:09.602,00:00:33.606,00:01:00.010,00:01:26.414,00:01:50.418",created,success,qwen3-vl-plus,still_blocked_topic_break
