export_id,candidate_id,pair_group_id,recording_id,usable_structure_name,structure_folder,candidate_folder,source_file,start_time,end_time,duration_seconds,full_context_path,full_context_relpath,full_context_exists,full_context_probe_status,full_context_duration_seconds,width,height,video_codec,audio_codec,export_method,front_clip_path,action_clip_path,front_back_split_status,clip_value_type,recommended_editor_action,manual_review_items,status
A020,live_cand_0031,pair_0031,rec_001,多动作组合 + 同一主题推进 + 轻跟练收束,05_多动作组合_同一主题推进轻跟练收束,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/05_多动作组合_同一主题推进轻跟练收束/A020_live_cand_0031_pair_0031_rec_001,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/5月13日直播素材.MP4,01:06:00.000,01:08:00.000,120,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/05_多动作组合_同一主题推进轻跟练收束/A020_live_cand_0031_pair_0031_rec_001/03_完整上下文_full_context.mp4,outputs/local_live_A_editor_package/05_多动作组合_同一主题推进轻跟练收束/A020_live_cand_0031_pair_0031_rec_001/03_完整上下文_full_context.mp4,true,success,120.020,1920,1080,h264,pcm_s16be,stream_copy,,,not_available_from_pair_table_same_time_range,风险,优先给剪辑师听审和看原片；保留同题口播与动作窗口，先做人工精修候选。,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,exported_pending_manual_review
A021,live_cand_0032,pair_0032,rec_001,多动作组合 + 同一主题推进 + 轻跟练收束,05_多动作组合_同一主题推进轻跟练收束,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/05_多动作组合_同一主题推进轻跟练收束/A021_live_cand_0032_pair_0032_rec_001,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/5月13日直播素材.MP4,01:08:00.000,01:10:00.000,120,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/05_多动作组合_同一主题推进轻跟练收束/A021_live_cand_0032_pair_0032_rec_001/03_完整上下文_full_context.mp4,outputs/local_live_A_editor_package/05_多动作组合_同一主题推进轻跟练收束/A021_live_cand_0032_pair_0032_rec_001/03_完整上下文_full_context.mp4,true,success,120.020,1920,1080,h264,pcm_s16be,stream_copy,,,not_available_from_pair_table_same_time_range,方法,优先给剪辑师听审和看原片；保留同题口播与动作窗口，先做人工精修候选。,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,exported_pending_manual_review
A022,live_cand_0033,pair_0033,rec_001,多动作组合 + 同一主题推进 + 轻跟练收束,05_多动作组合_同一主题推进轻跟练收束,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/05_多动作组合_同一主题推进轻跟练收束/A022_live_cand_0033_pair_0033_rec_001,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/5月13日直播素材.MP4,01:10:00.000,01:12:00.000,120,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/05_多动作组合_同一主题推进轻跟练收束/A022_live_cand_0033_pair_0033_rec_001/03_完整上下文_full_context.mp4,outputs/local_live_A_editor_package/05_多动作组合_同一主题推进轻跟练收束/A022_live_cand_0033_pair_0033_rec_001/03_完整上下文_full_context.mp4,true,success,120.020,1920,1080,h264,pcm_s16be,stream_copy,,,not_available_from_pair_table_same_time_range,方法,优先给剪辑师听审和看原片；保留同题口播与动作窗口，先做人工精修候选。,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,exported_pending_manual_review
A023,live_cand_0034,pair_0034,rec_001,误区/错误先抛 + 正确动作对比 + 原因解释,01_误区错误纠正_错误动作正确动作原因解释,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/01_误区错误纠正_错误动作正确动作原因解释/A023_live_cand_0034_pair_0034_rec_001,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/5月13日直播素材.MP4,01:12:00.000,01:14:00.000,120,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/01_误区错误纠正_错误动作正确动作原因解释/A023_live_cand_0034_pair_0034_rec_001/03_完整上下文_full_context.mp4,outputs/local_live_A_editor_package/01_误区错误纠正_错误动作正确动作原因解释/A023_live_cand_0034_pair_0034_rec_001/03_完整上下文_full_context.mp4,true,success,120.020,1920,1080,h264,pcm_s16be,stream_copy,,,not_available_from_pair_table_same_time_range,风险,优先给剪辑师听审和看原片；保留同题口播与动作窗口，先做人工精修候选。,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,exported_pending_manual_review
A024,live_cand_0035,pair_0035,rec_001,多动作组合 + 同一主题推进 + 轻跟练收束,05_多动作组合_同一主题推进轻跟练收束,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/05_多动作组合_同一主题推进轻跟练收束/A024_live_cand_0035_pair_0035_rec_001,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/5月13日直播素材.MP4,01:14:00.000,01:16:00.000,120,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/05_多动作组合_同一主题推进轻跟练收束/A024_live_cand_0035_pair_0035_rec_001/03_完整上下文_full_context.mp4,outputs/local_live_A_editor_package/05_多动作组合_同一主题推进轻跟练收束/A024_live_cand_0035_pair_0035_rec_001/03_完整上下文_full_context.mp4,true,success,120.020,1920,1080,h264,pcm_s16be,stream_copy,,,not_available_from_pair_table_same_time_range,方法,优先给剪辑师听审和看原片；保留同题口播与动作窗口，先做人工精修候选。,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,exported_pending_manual_review
A025,live_cand_0036,pair_0036,rec_001,多动作组合 + 同一主题推进 + 轻跟练收束,05_多动作组合_同一主题推进轻跟练收束,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/05_多动作组合_同一主题推进轻跟练收束/A025_live_cand_0036_pair_0036_rec_001,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/5月13日直播素材.MP4,01:16:00.000,01:18:00.000,120,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/05_多动作组合_同一主题推进轻跟练收束/A025_live_cand_0036_pair_0036_rec_001/03_完整上下文_full_context.mp4,outputs/local_live_A_editor_package/05_多动作组合_同一主题推进轻跟练收束/A025_live_cand_0036_pair_0036_rec_001/03_完整上下文_full_context.mp4,true,success,120.020,1920,1080,h264,pcm_s16be,stream_copy,,,not_available_from_pair_table_same_time_range,方法,优先给剪辑师听审和看原片；保留同题口播与动作窗口，先做人工精修候选。,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,exported_pending_manual_review
A026,live_cand_0049,pair_0049,rec_001,多动作组合 + 同一主题推进 + 轻跟练收束,05_多动作组合_同一主题推进轻跟练收束,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/05_多动作组合_同一主题推进轻跟练收束/A026_live_cand_0049_pair_0049_rec_001,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/5月13日直播素材.MP4,01:42:00.000,01:44:00.000,120,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/05_多动作组合_同一主题推进轻跟练收束/A026_live_cand_0049_pair_0049_rec_001/03_完整上下文_full_context.mp4,outputs/local_live_A_editor_package/05_多动作组合_同一主题推进轻跟练收束/A026_live_cand_0049_pair_0049_rec_001/03_完整上下文_full_context.mp4,true,success,120.020,1920,1080,h264,pcm_s16be,stream_copy,,,not_available_from_pair_table_same_time_range,风险,优先给剪辑师听审和看原片；保留同题口播与动作窗口，先做人工精修候选。,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,exported_pending_manual_review
A027,live_cand_0051,pair_0051,rec_001,误区/错误先抛 + 正确动作对比 + 原因解释,01_误区错误纠正_错误动作正确动作原因解释,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/01_误区错误纠正_错误动作正确动作原因解释/A027_live_cand_0051_pair_0051_rec_001,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/5月13日直播素材.MP4,01:46:00.000,01:48:00.000,120,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/01_误区错误纠正_错误动作正确动作原因解释/A027_live_cand_0051_pair_0051_rec_001/03_完整上下文_full_context.mp4,outputs/local_live_A_editor_package/01_误区错误纠正_错误动作正确动作原因解释/A027_live_cand_0051_pair_0051_rec_001/03_完整上下文_full_context.mp4,true,success,120.020,1920,1080,h264,pcm_s16be,stream_copy,,,not_available_from_pair_table_same_time_range,风险,优先给剪辑师听审和看原片；保留同题口播与动作窗口，先做人工精修候选。,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,exported_pending_manual_review
A028,live_cand_0055,pair_0055,rec_002,误区/错误先抛 + 正确动作对比 + 原因解释,01_误区错误纠正_错误动作正确动作原因解释,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/01_误区错误纠正_错误动作正确动作原因解释/A028_live_cand_0055_pair_0055_rec_002,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/C5824.MP4,00:02:00.000,00:04:00.000,120,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/01_误区错误纠正_错误动作正确动作原因解释/A028_live_cand_0055_pair_0055_rec_002/03_完整上下文_full_context.mp4,outputs/local_live_A_editor_package/01_误区错误纠正_错误动作正确动作原因解释/A028_live_cand_0055_pair_0055_rec_002/03_完整上下文_full_context.mp4,true,success,120.020,1920,1080,h264,pcm_s16be,stream_copy,,,not_available_from_pair_table_same_time_range,风险,优先给剪辑师听审和看原片；保留同题口播与动作窗口，先做人工精修候选。,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,exported_pending_manual_review
A029,live_cand_0058,pair_0058,rec_002,多动作组合 + 同一主题推进 + 轻跟练收束,05_多动作组合_同一主题推进轻跟练收束,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/05_多动作组合_同一主题推进轻跟练收束/A029_live_cand_0058_pair_0058_rec_002,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/C5824.MP4,00:08:00.000,00:10:00.000,120,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/05_多动作组合_同一主题推进轻跟练收束/A029_live_cand_0058_pair_0058_rec_002/03_完整上下文_full_context.mp4,outputs/local_live_A_editor_package/05_多动作组合_同一主题推进轻跟练收束/A029_live_cand_0058_pair_0058_rec_002/03_完整上下文_full_context.mp4,true,success,120.020,1920,1080,h264,pcm_s16be,stream_copy,,,not_available_from_pair_table_same_time_range,风险,优先给剪辑师听审和看原片；保留同题口播与动作窗口，先做人工精修候选。,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,exported_pending_manual_review
A030,live_cand_0063,pair_0063,rec_002,工具/动作演示 + 发力口令 + 低压跟练收束,04_工具动作演示_发力口令低压跟练收束,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/04_工具动作演示_发力口令低压跟练收束/A030_live_cand_0063_pair_0063_rec_002,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/C5824.MP4,00:18:00.000,00:20:00.000,120,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/04_工具动作演示_发力口令低压跟练收束/A030_live_cand_0063_pair_0063_rec_002/03_完整上下文_full_context.mp4,outputs/local_live_A_editor_package/04_工具动作演示_发力口令低压跟练收束/A030_live_cand_0063_pair_0063_rec_002/03_完整上下文_full_context.mp4,true,success,120.020,1920,1080,h264,pcm_s16be,stream_copy,,,not_available_from_pair_table_same_time_range,风险,优先给剪辑师听审和看原片；保留同题口播与动作窗口，先做人工精修候选。,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,exported_pending_manual_review
A031,live_cand_0064,pair_0064,rec_002,误区/错误先抛 + 正确动作对比 + 原因解释,01_误区错误纠正_错误动作正确动作原因解释,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/01_误区错误纠正_错误动作正确动作原因解释/A031_live_cand_0064_pair_0064_rec_002,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/C5824.MP4,00:20:00.000,00:22:00.000,120,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/01_误区错误纠正_错误动作正确动作原因解释/A031_live_cand_0064_pair_0064_rec_002/03_完整上下文_full_context.mp4,outputs/local_live_A_editor_package/01_误区错误纠正_错误动作正确动作原因解释/A031_live_cand_0064_pair_0064_rec_002/03_完整上下文_full_context.mp4,true,success,120.020,1920,1080,h264,pcm_s16be,stream_copy,,,not_available_from_pair_table_same_time_range,风险,优先给剪辑师听审和看原片；保留同题口播与动作窗口，先做人工精修候选。,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,exported_pending_manual_review
A032,live_cand_0065,pair_0065,rec_002,误区/错误先抛 + 正确动作对比 + 原因解释,01_误区错误纠正_错误动作正确动作原因解释,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/01_误区错误纠正_错误动作正确动作原因解释/A032_live_cand_0065_pair_0065_rec_002,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/C5824.MP4,00:22:00.000,00:24:00.000,120,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/01_误区错误纠正_错误动作正确动作原因解释/A032_live_cand_0065_pair_0065_rec_002/03_完整上下文_full_context.mp4,outputs/local_live_A_editor_package/01_误区错误纠正_错误动作正确动作原因解释/A032_live_cand_0065_pair_0065_rec_002/03_完整上下文_full_context.mp4,true,success,120.020,1920,1080,h264,pcm_s16be,stream_copy,,,not_available_from_pair_table_same_time_range,风险,优先给剪辑师听审和看原片；保留同题口播与动作窗口，先做人工精修候选。,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,exported_pending_manual_review
A033,live_cand_0066,pair_0066,rec_002,痛点/人群点名 + 单动作完整循环 + 坚持建议,03_痛点人群点名_单动作完整循环坚持建议,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/03_痛点人群点名_单动作完整循环坚持建议/A033_live_cand_0066_pair_0066_rec_002,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/C5824.MP4,00:24:00.000,00:26:00.000,120,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/03_痛点人群点名_单动作完整循环坚持建议/A033_live_cand_0066_pair_0066_rec_002/03_完整上下文_full_context.mp4,outputs/local_live_A_editor_package/03_痛点人群点名_单动作完整循环坚持建议/A033_live_cand_0066_pair_0066_rec_002/03_完整上下文_full_context.mp4,true,success,120.020,1920,1080,h264,pcm_s16be,stream_copy,,,not_available_from_pair_table_same_time_range,风险,优先给剪辑师听审和看原片；保留同题口播与动作窗口，先做人工精修候选。,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,exported_pending_manual_review
A034,live_cand_0069,pair_0069,rec_002,痛点/人群点名 + 单动作完整循环 + 坚持建议,03_痛点人群点名_单动作完整循环坚持建议,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/03_痛点人群点名_单动作完整循环坚持建议/A034_live_cand_0069_pair_0069_rec_002,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/C5824.MP4,00:30:00.000,00:32:00.000,120,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/03_痛点人群点名_单动作完整循环坚持建议/A034_live_cand_0069_pair_0069_rec_002/03_完整上下文_full_context.mp4,outputs/local_live_A_editor_package/03_痛点人群点名_单动作完整循环坚持建议/A034_live_cand_0069_pair_0069_rec_002/03_完整上下文_full_context.mp4,true,success,120.020,1920,1080,h264,pcm_s16be,stream_copy,,,not_available_from_pair_table_same_time_range,风险,优先给剪辑师听审和看原片；保留同题口播与动作窗口，先做人工精修候选。,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,exported_pending_manual_review
A035,live_cand_0070,pair_0070,rec_002,多动作组合 + 同一主题推进 + 轻跟练收束,05_多动作组合_同一主题推进轻跟练收束,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/05_多动作组合_同一主题推进轻跟练收束/A035_live_cand_0070_pair_0070_rec_002,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/C5824.MP4,00:32:00.000,00:34:00.000,120,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/05_多动作组合_同一主题推进轻跟练收束/A035_live_cand_0070_pair_0070_rec_002/03_完整上下文_full_context.mp4,outputs/local_live_A_editor_package/05_多动作组合_同一主题推进轻跟练收束/A035_live_cand_0070_pair_0070_rec_002/03_完整上下文_full_context.mp4,true,success,120.020,1920,1080,h264,pcm_s16be,stream_copy,,,not_available_from_pair_table_same_time_range,风险,优先给剪辑师听审和看原片；保留同题口播与动作窗口，先做人工精修候选。,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,exported_pending_manual_review
A036,live_cand_0074,pair_0074,rec_002,痛点/人群点名 + 单动作完整循环 + 坚持建议,03_痛点人群点名_单动作完整循环坚持建议,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/03_痛点人群点名_单动作完整循环坚持建议/A036_live_cand_0074_pair_0074_rec_002,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/C5824.MP4,00:40:00.000,00:42:00.000,120,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/03_痛点人群点名_单动作完整循环坚持建议/A036_live_cand_0074_pair_0074_rec_002/03_完整上下文_full_context.mp4,outputs/local_live_A_editor_package/03_痛点人群点名_单动作完整循环坚持建议/A036_live_cand_0074_pair_0074_rec_002/03_完整上下文_full_context.mp4,true,success,120.020,1920,1080,h264,pcm_s16be,stream_copy,,,not_available_from_pair_table_same_time_range,风险,优先给剪辑师听审和看原片；保留同题口播与动作窗口，先做人工精修候选。,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,exported_pending_manual_review
A037,live_cand_0079,pair_0079,rec_002,多动作组合 + 同一主题推进 + 轻跟练收束,05_多动作组合_同一主题推进轻跟练收束,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/05_多动作组合_同一主题推进轻跟练收束/A037_live_cand_0079_pair_0079_rec_002,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/C5824.MP4,00:50:00.000,00:52:00.000,120,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/05_多动作组合_同一主题推进轻跟练收束/A037_live_cand_0079_pair_0079_rec_002/03_完整上下文_full_context.mp4,outputs/local_live_A_editor_package/05_多动作组合_同一主题推进轻跟练收束/A037_live_cand_0079_pair_0079_rec_002/03_完整上下文_full_context.mp4,true,success,120.020,1920,1080,h264,pcm_s16be,stream_copy,,,not_available_from_pair_table_same_time_range,风险,优先给剪辑师听审和看原片；保留同题口播与动作窗口，先做人工精修候选。,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,exported_pending_manual_review
A038,live_cand_0081,pair_0081,rec_002,痛点/人群点名 + 单动作完整循环 + 坚持建议,03_痛点人群点名_单动作完整循环坚持建议,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/03_痛点人群点名_单动作完整循环坚持建议/A038_live_cand_0081_pair_0081_rec_002,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/C5824.MP4,00:54:00.000,00:56:00.000,120,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/03_痛点人群点名_单动作完整循环坚持建议/A038_live_cand_0081_pair_0081_rec_002/03_完整上下文_full_context.mp4,outputs/local_live_A_editor_package/03_痛点人群点名_单动作完整循环坚持建议/A038_live_cand_0081_pair_0081_rec_002/03_完整上下文_full_context.mp4,true,success,120.020,1920,1080,h264,pcm_s16be,stream_copy,,,not_available_from_pair_table_same_time_range,风险,优先给剪辑师听审和看原片；保留同题口播与动作窗口，先做人工精修候选。,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,exported_pending_manual_review
A039,live_cand_0083,pair_0083,rec_002,多动作组合 + 同一主题推进 + 轻跟练收束,05_多动作组合_同一主题推进轻跟练收束,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/05_多动作组合_同一主题推进轻跟练收束/A039_live_cand_0083_pair_0083_rec_002,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/C5824.MP4,00:58:00.000,01:00:00.000,120,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/05_多动作组合_同一主题推进轻跟练收束/A039_live_cand_0083_pair_0083_rec_002/03_完整上下文_full_context.mp4,outputs/local_live_A_editor_package/05_多动作组合_同一主题推进轻跟练收束/A039_live_cand_0083_pair_0083_rec_002/03_完整上下文_full_context.mp4,true,success,120.020,1920,1080,h264,pcm_s16be,stream_copy,,,not_available_from_pair_table_same_time_range,风险,优先给剪辑师听审和看原片；保留同题口播与动作窗口，先做人工精修候选。,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,exported_pending_manual_review
