_source_file_id,_source_line_number,_source_path,row_id,lesson_id,chunk_id,start_time,end_time,transcript_text,source_ref,slide_title,visible_text,visual_focus,presenter_action,expression,gaze,prosody_label,confidence,review_flag
SRC00060,2,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/09_逐字稿_课件_动作三线对照表_transcript_courseware_action_alignment.csv,R000001,L0001,L0001_C0001,00:00:00.000,00:05:00.000,Hello 大家好 / 欢迎大家来到蓝星老师的 / ... / 或者你想要提升你和伴侣之间的,previous_pack:data/full_transcript_clean.jsonl:L0001:segments=1-186,待复核_OCR不可用或未全量视觉确认,,课件/画面内容待人工复核；本轮仅建立时间窗口与低清样本索引。,low_confidence_action_pending_review,unknown_pending_review,unknown_pending_review,normal_explain,low,待复核_visual_action_low_confidence
SRC00060,3,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/09_逐字稿_课件_动作三线对照表_transcript_courseware_action_alignment.csv,R000002,L0001,L0001_C0002,00:05:00.000,00:05:11.133,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],previous_pack:data/full_transcript_clean.jsonl:L0001:segments=187-191,待复核_OCR不可用或未全量视觉确认,,课件/画面内容待人工复核；本轮仅建立时间窗口与低清样本索引。,low_confidence_action_pending_review,unknown_pending_review,unknown_pending_review,normal_explain,low,待复核_visual_action_low_confidence
SRC00060,4,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/09_逐字稿_课件_动作三线对照表_transcript_courseware_action_alignment.csv,R000003,L0002,L0002_C0001,00:00:00.000,00:05:00.000,[已脱敏_仅保留高层词族:sensitive_adult_or_health_risk; 原文细节未复制; review_gate=professional_review_required],previous_pack:data/full_transcript_clean.jsonl:L0002:segments=1-143,待复核_OCR不可用或未全量视觉确认,,课件/画面内容待人工复核；本轮仅建立时间窗口与低清样本索引。,low_confidence_action_pending_review,unknown_pending_review,unknown_pending_review,normal_explain,low,待复核_visual_action_low_confidence
SRC00060,5,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/09_逐字稿_课件_动作三线对照表_transcript_courseware_action_alignment.csv,R000004,L0002,L0002_C0002,00:05:00.000,00:09:24.849,然后呢 / 也会进入的更深一些 / ... / 赶紧试起来吧,previous_pack:data/full_transcript_clean.jsonl:L0002:segments=144-304,待复核_OCR不可用或未全量视觉确认,,课件/画面内容待人工复核；本轮仅建立时间窗口与低清样本索引。,low_confidence_action_pending_review,unknown_pending_review,unknown_pending_review,normal_explain,low,待复核_visual_action_low_confidence
SRC00060,6,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/09_逐字稿_课件_动作三线对照表_transcript_courseware_action_alignment.csv,R000005,L0003,L0003_C0001,00:00:00.000,00:03:45.953,了解了我们是什么类型的女生 / 什么样的体会过后 / ... / 从实战当中去学习,previous_pack:data/full_transcript_clean.jsonl:L0003:segments=1-112,待复核_OCR不可用或未全量视觉确认,,课件/画面内容待人工复核；本轮仅建立时间窗口与低清样本索引。,low_confidence_action_pending_review,unknown_pending_review,unknown_pending_review,normal_explain,low,待复核_visual_action_low_confidence
SRC00060,7,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/09_逐字稿_课件_动作三线对照表_transcript_courseware_action_alignment.csv,R000006,L0004,L0004_C0001,00:00:00.000,00:05:00.000,我们在准备食草之前 / 我们还需要对我们的身体有更多的了解 / ... / 就是那种剪刀式,previous_pack:data/full_transcript_clean.jsonl:L0004:segments=1-146,待复核_OCR不可用或未全量视觉确认,,课件/画面内容待人工复核；本轮仅建立时间窗口与低清样本索引。,low_confidence_action_pending_review,unknown_pending_review,unknown_pending_review,normal_explain,low,待复核_visual_action_low_confidence
SRC00060,8,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/09_逐字稿_课件_动作三线对照表_transcript_courseware_action_alignment.csv,R000007,L0004,L0004_C0002,00:05:00.000,00:06:12.355,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],previous_pack:data/full_transcript_clean.jsonl:L0004:segments=147-183,待复核_OCR不可用或未全量视觉确认,,课件/画面内容待人工复核；本轮仅建立时间窗口与低清样本索引。,low_confidence_action_pending_review,unknown_pending_review,unknown_pending_review,normal_explain,low,待复核_visual_action_low_confidence
SRC00060,9,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/09_逐字稿_课件_动作三线对照表_transcript_courseware_action_alignment.csv,R000008,L0005,L0005_C0001,00:00:00.000,00:05:00.000,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],previous_pack:data/full_transcript_clean.jsonl:L0005:segments=1-139,待复核_OCR不可用或未全量视觉确认,,课件/画面内容待人工复核；本轮仅建立时间窗口与低清样本索引。,low_confidence_action_pending_review,unknown_pending_review,unknown_pending_review,normal_explain,low,待复核_visual_action_low_confidence
SRC00060,10,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/09_逐字稿_课件_动作三线对照表_transcript_courseware_action_alignment.csv,R000009,L0005,L0005_C0002,00:05:00.000,00:10:00.000,往前的時候收緊 / 往後放鬆 / ... / 都是我們可以去變換的場景,previous_pack:data/full_transcript_clean.jsonl:L0005:segments=140-307,待复核_OCR不可用或未全量视觉确认,,课件/画面内容待人工复核；本轮仅建立时间窗口与低清样本索引。,low_confidence_action_pending_review,unknown_pending_review,unknown_pending_review,normal_explain,low,待复核_visual_action_low_confidence
SRC00060,11,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/09_逐字稿_课件_动作三线对照表_transcript_courseware_action_alignment.csv,R000010,L0005,L0005_C0003,00:10:00.000,00:13:36.042,不一定我們一定是對方是躺在這裡 / 所以有很多的這個場景 / ... / 可以嘗試一下哦,previous_pack:data/full_transcript_clean.jsonl:L0005:segments=308-424,待复核_OCR不可用或未全量视觉确认,,课件/画面内容待人工复核；本轮仅建立时间窗口与低清样本索引。,low_confidence_action_pending_review,unknown_pending_review,unknown_pending_review,warning_reminder,low,待复核_visual_action_low_confidence
SRC00060,12,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/09_逐字稿_课件_动作三线对照表_transcript_courseware_action_alignment.csv,R000011,L0006,L0006_C0001,00:00:00.000,00:05:00.000,接下来我们要示范的一个姿势叫做策卧室 / 策卧室比较适合什么样子的情况 什么内心 / ... / 音道向上提,previous_pack:data/full_transcript_clean.jsonl:L0006:segments=1-132,待复核_OCR不可用或未全量视觉确认,,课件/画面内容待人工复核；本轮仅建立时间窗口与低清样本索引。,low_confidence_action_pending_review,unknown_pending_review,unknown_pending_review,normal_explain,low,待复核_visual_action_low_confidence
SRC00060,13,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/09_逐字稿_课件_动作三线对照表_transcript_courseware_action_alignment.csv,R000012,L0006,L0006_C0002,00:05:00.000,00:09:55.267,腹部向内收 / 配合我们的呼吸吸气 / ... / 可以去大胆尝试的一个知识哦,previous_pack:data/full_transcript_clean.jsonl:L0006:segments=133-279,待复核_OCR不可用或未全量视觉确认,,课件/画面内容待人工复核；本轮仅建立时间窗口与低清样本索引。,low_confidence_action_pending_review,unknown_pending_review,unknown_pending_review,normal_explain,low,待复核_visual_action_low_confidence
SRC00060,14,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/09_逐字稿_课件_动作三线对照表_transcript_courseware_action_alignment.csv,R000013,L0007,L0007_C0001,00:00:00.000,00:05:00.000,那接下来呢 我将给大家进行详细的示范 / 我要请出我的模特大熊女士 / ... / 将上下上下的活动,previous_pack:data/full_transcript_clean.jsonl:L0007:segments=1-150,待复核_OCR不可用或未全量视觉确认,,课件/画面内容待人工复核；本轮仅建立时间窗口与低清样本索引。,low_confidence_action_pending_review,unknown_pending_review,unknown_pending_review,normal_explain,low,待复核_visual_action_low_confidence
SRC00060,15,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/09_逐字稿_课件_动作三线对照表_transcript_courseware_action_alignment.csv,R000014,L0007,L0007_C0002,00:05:00.000,00:07:59.121,然后呢 / 也可以起到一个主导的一个作用 / ... / 今天晚上试起来,previous_pack:data/full_transcript_clean.jsonl:L0007:segments=151-244,待复核_OCR不可用或未全量视觉确认,,课件/画面内容待人工复核；本轮仅建立时间窗口与低清样本索引。,low_confidence_action_pending_review,unknown_pending_review,unknown_pending_review,normal_explain,low,待复核_visual_action_low_confidence
SRC00060,16,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/09_逐字稿_课件_动作三线对照表_transcript_courseware_action_alignment.csv,R000015,L0008,L0008_C0001,00:00:00.000,00:05:00.000,Hello 大家好 / 欢迎大家来到蓝星老师的 / ... / 而且的话呢,previous_pack:data/full_transcript_clean.jsonl:L0008:segments=1-162,待复核_OCR不可用或未全量视觉确认,,课件/画面内容待人工复核；本轮仅建立时间窗口与低清样本索引。,low_confidence_action_pending_review,unknown_pending_review,unknown_pending_review,normal_explain,low,待复核_visual_action_low_confidence
SRC00060,17,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/09_逐字稿_课件_动作三线对照表_transcript_courseware_action_alignment.csv,R000016,L0008,L0008_C0002,00:05:00.000,00:08:35.040,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],previous_pack:data/full_transcript_clean.jsonl:L0008:segments=163-302,待复核_OCR不可用或未全量视觉确认,,课件/画面内容待人工复核；本轮仅建立时间窗口与低清样本索引。,low_confidence_action_pending_review,unknown_pending_review,unknown_pending_review,normal_explain,low,待复核_visual_action_low_confidence
SRC00060,18,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/09_逐字稿_课件_动作三线对照表_transcript_courseware_action_alignment.csv,R000017,L0009,L0009_C0001,00:00:00.000,00:05:00.000,[已脱敏_仅保留高层词族:sensitive_adult_or_health_risk; 原文细节未复制; review_gate=professional_review_required],previous_pack:data/full_transcript_clean.jsonl:L0009:segments=1-134,待复核_OCR不可用或未全量视觉确认,,课件/画面内容待人工复核；本轮仅建立时间窗口与低清样本索引。,low_confidence_action_pending_review,unknown_pending_review,unknown_pending_review,normal_explain,low,待复核_visual_action_low_confidence
SRC00060,19,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/09_逐字稿_课件_动作三线对照表_transcript_courseware_action_alignment.csv,R000018,L0009,L0009_C0002,00:05:00.000,00:06:25.920,在月經期的時候 / 她的慾望會特別強 / ... / 我們的體位到底應該怎麼做,previous_pack:data/full_transcript_clean.jsonl:L0009:segments=135-175,待复核_OCR不可用或未全量视觉确认,,课件/画面内容待人工复核；本轮仅建立时间窗口与低清样本索引。,low_confidence_action_pending_review,unknown_pending_review,unknown_pending_review,normal_explain,low,待复核_visual_action_low_confidence
SRC00060,20,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/09_逐字稿_课件_动作三线对照表_transcript_courseware_action_alignment.csv,R000019,L0010,L0010_C0001,00:00:00.000,00:03:52.320,了解了我们是什么类型的女生 / 什么样的体会过后 / ... / 从实战当中去学习,previous_pack:data/full_transcript_clean.jsonl:L0010:segments=1-116,待复核_OCR不可用或未全量视觉确认,,课件/画面内容待人工复核；本轮仅建立时间窗口与低清样本索引。,low_confidence_action_pending_review,unknown_pending_review,unknown_pending_review,normal_explain,low,待复核_visual_action_low_confidence
SRC00060,21,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/09_逐字稿_课件_动作三线对照表_transcript_courseware_action_alignment.csv,R000020,L0011,L0011_C0001,00:00:00.000,00:05:00.000,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],previous_pack:data/full_transcript_clean.jsonl:L0011:segments=1-149,待复核_OCR不可用或未全量视觉确认,,课件/画面内容待人工复核；本轮仅建立时间窗口与低清样本索引。,low_confidence_action_pending_review,unknown_pending_review,unknown_pending_review,normal_explain,low,待复核_visual_action_low_confidence
SRC00060,22,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/09_逐字稿_课件_动作三线对照表_transcript_courseware_action_alignment.csv,R000021,L0011,L0011_C0002,00:05:00.000,00:08:28.320,[已脱敏_仅保留高层词族:sensitive_adult_or_health_risk; 原文细节未复制; review_gate=professional_review_required],previous_pack:data/full_transcript_clean.jsonl:L0011:segments=150-254,待复核_OCR不可用或未全量视觉确认,,课件/画面内容待人工复核；本轮仅建立时间窗口与低清样本索引。,low_confidence_action_pending_review,unknown_pending_review,unknown_pending_review,normal_explain,low,待复核_visual_action_low_confidence
SRC00060,23,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/09_逐字稿_课件_动作三线对照表_transcript_courseware_action_alignment.csv,R000022,L0012,L0012_C0001,00:00:00.000,00:05:00.000,好 那接下來呢我們要學習的是女上位 / 哇 做一個優雅的女起手 / ... / 是如何律動的,previous_pack:data/full_transcript_clean.jsonl:L0012:segments=1-135,待复核_OCR不可用或未全量视觉确认,,课件/画面内容待人工复核；本轮仅建立时间窗口与低清样本索引。,low_confidence_action_pending_review,unknown_pending_review,unknown_pending_review,question_prompt,low,待复核_visual_action_low_confidence
SRC00060,24,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/09_逐字稿_课件_动作三线对照表_transcript_courseware_action_alignment.csv,R000023,L0012,L0012_C0002,00:05:00.000,00:09:51.840,那麼也會造成一個視覺上面 / 很強的觀感 / ... / 成為一個優雅的女騎手,previous_pack:data/full_transcript_clean.jsonl:L0012:segments=136-279,待复核_OCR不可用或未全量视觉确认,,课件/画面内容待人工复核；本轮仅建立时间窗口与低清样本索引。,low_confidence_action_pending_review,unknown_pending_review,unknown_pending_review,normal_explain,low,待复核_visual_action_low_confidence
SRC00060,25,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/09_逐字稿_课件_动作三线对照表_transcript_courseware_action_alignment.csv,R000024,L0013,L0013_C0001,00:00:00.000,00:04:15.360,那么我们的女尚未呢 / 它适合在什么情境下呢 / ... / 可以尝试一下哦,previous_pack:data/full_transcript_clean.jsonl:L0013:segments=1-127,待复核_OCR不可用或未全量视觉确认,,课件/画面内容待人工复核；本轮仅建立时间窗口与低清样本索引。,low_confidence_action_pending_review,unknown_pending_review,unknown_pending_review,normal_explain,low,待复核_visual_action_low_confidence
SRC00060,26,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/09_逐字稿_课件_动作三线对照表_transcript_courseware_action_alignment.csv,R000025,L0014,L0014_C0001,00:00:00.000,00:05:00.000,接下来我们要示范的一个姿势叫做策务室 / 策务室比较适合什么样子的情况 什么内心 / ... / 吸气的时候腹部聋起,previous_pack:data/full_transcript_clean.jsonl:L0014:segments=1-123,待复核_OCR不可用或未全量视觉确认,,课件/画面内容待人工复核；本轮仅建立时间窗口与低清样本索引。,low_confidence_action_pending_review,unknown_pending_review,unknown_pending_review,normal_explain,low,待复核_visual_action_low_confidence
SRC00060,27,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/09_逐字稿_课件_动作三线对照表_transcript_courseware_action_alignment.csv,R000026,L0014,L0014_C0002,00:05:00.000,00:10:00.000,盘底肌放松 / 臀部往后翘 / ... / 吸气,previous_pack:data/full_transcript_clean.jsonl:L0014:segments=124-272,待复核_OCR不可用或未全量视觉确认,,课件/画面内容待人工复核；本轮仅建立时间窗口与低清样本索引。,low_confidence_action_pending_review,unknown_pending_review,unknown_pending_review,normal_explain,low,待复核_visual_action_low_confidence
SRC00060,28,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/09_逐字稿_课件_动作三线对照表_transcript_courseware_action_alignment.csv,R000027,L0014,L0014_C0003,00:10:00.000,00:10:24.000,臀底肌放松 / 腹部容起 / ... / 可以去大胆尝试的一个姿势哦,previous_pack:data/full_transcript_clean.jsonl:L0014:segments=273-286,待复核_OCR不可用或未全量视觉确认,,课件/画面内容待人工复核；本轮仅建立时间窗口与低清样本索引。,low_confidence_action_pending_review,unknown_pending_review,unknown_pending_review,normal_explain,low,待复核_visual_action_low_confidence
SRC00060,29,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/09_逐字稿_课件_动作三线对照表_transcript_courseware_action_alignment.csv,R000028,L0015,L0015_C0001,00:00:00.000,00:05:00.000,[已脱敏_仅保留高层词族:sensitive_adult_or_health_risk; 原文细节未复制; review_gate=professional_review_required],previous_pack:data/full_transcript_clean.jsonl:L0015:segments=1-137,待复核_OCR不可用或未全量视觉确认,,课件/画面内容待人工复核；本轮仅建立时间窗口与低清样本索引。,low_confidence_action_pending_review,unknown_pending_review,unknown_pending_review,normal_explain,low,待复核_visual_action_low_confidence
SRC00060,30,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/09_逐字稿_课件_动作三线对照表_transcript_courseware_action_alignment.csv,R000029,L0015,L0015_C0002,00:05:00.000,00:10:00.000,[已脱敏_仅保留高层词族:sensitive_adult_or_health_risk; 原文细节未复制; review_gate=professional_review_required],previous_pack:data/full_transcript_clean.jsonl:L0015:segments=138-290,待复核_OCR不可用或未全量视觉确认,,课件/画面内容待人工复核；本轮仅建立时间窗口与低清样本索引。,low_confidence_action_pending_review,unknown_pending_review,unknown_pending_review,conclusion_summary,low,待复核_visual_action_low_confidence
SRC00060,31,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/09_逐字稿_课件_动作三线对照表_transcript_courseware_action_alignment.csv,R000030,L0015,L0015_C0003,00:10:00.000,00:10:18.240,或者穿高跟鞋 / 男士可能要蹲下去一點 / ... / 趕緊試起來吧,previous_pack:data/full_transcript_clean.jsonl:L0015:segments=291-302,待复核_OCR不可用或未全量视觉确认,,课件/画面内容待人工复核；本轮仅建立时间窗口与低清样本索引。,low_confidence_action_pending_review,unknown_pending_review,unknown_pending_review,normal_explain,low,待复核_visual_action_low_confidence
SRC00060,32,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/09_逐字稿_课件_动作三线对照表_transcript_courseware_action_alignment.csv,R000031,L0016,L0016_C0001,00:00:00.000,00:05:00.000,大家好 歡迎大家來到南星老師的 / 歸訪祕基課堂 / ... / 而且的話呢,previous_pack:data/full_transcript_clean.jsonl:L0016:segments=1-187,待复核_OCR不可用或未全量视觉确认,,课件/画面内容待人工复核；本轮仅建立时间窗口与低清样本索引。,low_confidence_action_pending_review,unknown_pending_review,unknown_pending_review,normal_explain,low,待复核_visual_action_low_confidence
SRC00060,33,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/09_逐字稿_课件_动作三线对照表_transcript_courseware_action_alignment.csv,R000032,L0016,L0016_C0002,00:05:00.000,00:08:35.040,我們要在持續不斷的一個姿勢下 / 你才會被充分的激活 / ... / 我們這一堂好體位上級運的課程哦,previous_pack:data/full_transcript_clean.jsonl:L0016:segments=188-320,待复核_OCR不可用或未全量视觉确认,,课件/画面内容待人工复核；本轮仅建立时间窗口与低清样本索引。,low_confidence_action_pending_review,unknown_pending_review,unknown_pending_review,normal_explain,low,待复核_visual_action_low_confidence
SRC00060,34,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/09_逐字稿_课件_动作三线对照表_transcript_courseware_action_alignment.csv,R000033,L0017,L0017_C0001,00:00:00.000,00:05:00.000,[已脱敏_仅保留高层词族:sensitive_adult_or_health_risk; 原文细节未复制; review_gate=professional_review_required],previous_pack:data/full_transcript_clean.jsonl:L0017:segments=1-124,待复核_OCR不可用或未全量视觉确认,,课件/画面内容待人工复核；本轮仅建立时间窗口与低清样本索引。,low_confidence_action_pending_review,unknown_pending_review,unknown_pending_review,normal_explain,low,待复核_visual_action_low_confidence
SRC00060,35,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/09_逐字稿_课件_动作三线对照表_transcript_courseware_action_alignment.csv,R000034,L0017,L0017_C0002,00:05:00.000,00:06:26.880,在月經期的時候 / 她的慾望會特別強 / ... / 我們的這個體位到底應該怎麼做,previous_pack:data/full_transcript_clean.jsonl:L0017:segments=125-171,待复核_OCR不可用或未全量视觉确认,,课件/画面内容待人工复核；本轮仅建立时间窗口与低清样本索引。,low_confidence_action_pending_review,unknown_pending_review,unknown_pending_review,normal_explain,low,待复核_visual_action_low_confidence
SRC00060,36,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/09_逐字稿_课件_动作三线对照表_transcript_courseware_action_alignment.csv,R000035,L0018,L0018_C0001,00:00:00.000,00:03:51.840,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],previous_pack:data/full_transcript_clean.jsonl:L0018:segments=1-90,待复核_OCR不可用或未全量视觉确认,,课件/画面内容待人工复核；本轮仅建立时间窗口与低清样本索引。,low_confidence_action_pending_review,unknown_pending_review,unknown_pending_review,normal_explain,low,待复核_visual_action_low_confidence
SRC00060,37,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/09_逐字稿_课件_动作三线对照表_transcript_courseware_action_alignment.csv,R000036,L0019,L0019_C0001,00:00:00.000,00:05:00.000,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],previous_pack:data/full_transcript_clean.jsonl:L0019:segments=1-111,待复核_OCR不可用或未全量视觉确认,,课件/画面内容待人工复核；本轮仅建立时间窗口与低清样本索引。,low_confidence_action_pending_review,unknown_pending_review,unknown_pending_review,normal_explain,low,待复核_visual_action_low_confidence
SRC00060,38,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/09_逐字稿_课件_动作三线对照表_transcript_courseware_action_alignment.csv,R000037,L0019,L0019_C0002,00:05:00.000,00:08:27.840,[已脱敏_仅保留高层词族:sensitive_adult_or_health_risk; 原文细节未复制; review_gate=professional_review_required],previous_pack:data/full_transcript_clean.jsonl:L0019:segments=112-218,待复核_OCR不可用或未全量视觉确认,,课件/画面内容待人工复核；本轮仅建立时间窗口与低清样本索引。,low_confidence_action_pending_review,unknown_pending_review,unknown_pending_review,normal_explain,low,待复核_visual_action_low_confidence
SRC00060,39,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/09_逐字稿_课件_动作三线对照表_transcript_courseware_action_alignment.csv,R000038,L0020,L0020_C0001,00:00:00.000,00:05:00.000,嗯 开始 / 有感觉 或者我做女生会说反而感觉到不舒服顶着难受等等等等的 / ... / 那么也会造成一个,previous_pack:data/full_transcript_clean.jsonl:L0020:segments=1-102,待复核_OCR不可用或未全量视觉确认,,课件/画面内容待人工复核；本轮仅建立时间窗口与低清样本索引。,low_confidence_action_pending_review,unknown_pending_review,unknown_pending_review,normal_explain,low,待复核_visual_action_low_confidence
