_source_file_id,_source_line_number,_source_path,bridge_id,lesson_id,chunk_id,source_time,source_ref,live_usage_type,human_review_needed,knowledge_point_sample
SRC00087,2,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000001,L0001,L0001_C0001,00:00:00.000 - 00:05:00.000,previous_pack:data/full_transcript_clean.jsonl:L0001:segments=1-186,explain,yes,Hello 大家好 / 欢迎大家来到蓝星老师的 / ... / 或者你想要提升你和伴侣之间的
SRC00087,3,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000002,L0001,L0001_C0002,00:05:00.000 - 00:05:11.133,previous_pack:data/full_transcript_clean.jsonl:L0001:segments=187-191,explain,yes,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required]
SRC00087,4,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000003,L0002,L0002_C0001,00:00:00.000 - 00:05:00.000,previous_pack:data/full_transcript_clean.jsonl:L0002:segments=1-143,explain,yes,[已脱敏_仅保留高层词族:sensitive_adult_or_health_risk; 原文细节未复制; review_gate=professional_review_required]
SRC00087,5,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000004,L0002,L0002_C0002,00:05:00.000 - 00:09:24.849,previous_pack:data/full_transcript_clean.jsonl:L0002:segments=144-304,explain,yes,然后呢 / 也会进入的更深一些 / ... / 赶紧试起来吧
SRC00087,6,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000005,L0003,L0003_C0001,00:00:00.000 - 00:03:45.953,previous_pack:data/full_transcript_clean.jsonl:L0003:segments=1-112,explain,yes,了解了我们是什么类型的女生 / 什么样的体会过后 / ... / 从实战当中去学习
SRC00087,7,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000006,L0004,L0004_C0001,00:00:00.000 - 00:05:00.000,previous_pack:data/full_transcript_clean.jsonl:L0004:segments=1-146,explain,yes,我们在准备食草之前 / 我们还需要对我们的身体有更多的了解 / ... / 就是那种剪刀式
SRC00087,8,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000007,L0004,L0004_C0002,00:05:00.000 - 00:06:12.355,previous_pack:data/full_transcript_clean.jsonl:L0004:segments=147-183,explain,yes,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required]
SRC00087,9,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000008,L0005,L0005_C0001,00:00:00.000 - 00:05:00.000,previous_pack:data/full_transcript_clean.jsonl:L0005:segments=1-139,explain,yes,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required]
SRC00087,10,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000009,L0005,L0005_C0002,00:05:00.000 - 00:10:00.000,previous_pack:data/full_transcript_clean.jsonl:L0005:segments=140-307,explain,yes,往前的時候收緊 / 往後放鬆 / ... / 都是我們可以去變換的場景
SRC00087,11,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000010,L0005,L0005_C0003,00:10:00.000 - 00:13:36.042,previous_pack:data/full_transcript_clean.jsonl:L0005:segments=308-424,emphasize,yes,不一定我們一定是對方是躺在這裡 / 所以有很多的這個場景 / ... / 可以嘗試一下哦
SRC00087,12,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000011,L0006,L0006_C0001,00:00:00.000 - 00:05:00.000,previous_pack:data/full_transcript_clean.jsonl:L0006:segments=1-132,explain,yes,接下来我们要示范的一个姿势叫做策卧室 / 策卧室比较适合什么样子的情况 什么内心 / ... / 音道向上提
SRC00087,13,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000012,L0006,L0006_C0002,00:05:00.000 - 00:09:55.267,previous_pack:data/full_transcript_clean.jsonl:L0006:segments=133-279,explain,yes,腹部向内收 / 配合我们的呼吸吸气 / ... / 可以去大胆尝试的一个知识哦
SRC00087,14,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000013,L0007,L0007_C0001,00:00:00.000 - 00:05:00.000,previous_pack:data/full_transcript_clean.jsonl:L0007:segments=1-150,explain,yes,那接下来呢 我将给大家进行详细的示范 / 我要请出我的模特大熊女士 / ... / 将上下上下的活动
SRC00087,15,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000014,L0007,L0007_C0002,00:05:00.000 - 00:07:59.121,previous_pack:data/full_transcript_clean.jsonl:L0007:segments=151-244,explain,yes,然后呢 / 也可以起到一个主导的一个作用 / ... / 今天晚上试起来
SRC00087,17,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000016,L0008,L0008_C0002,00:05:00.000 - 00:08:35.040,previous_pack:data/full_transcript_clean.jsonl:L0008:segments=163-302,explain,yes,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required]
SRC00087,21,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000020,L0011,L0011_C0001,00:00:00.000 - 00:05:00.000,previous_pack:data/full_transcript_clean.jsonl:L0011:segments=1-149,explain,yes,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required]
SRC00087,23,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000022,L0012,L0012_C0001,00:00:00.000 - 00:05:00.000,previous_pack:data/full_transcript_clean.jsonl:L0012:segments=1-135,question,yes,好 那接下來呢我們要學習的是女上位 / 哇 做一個優雅的女起手 / ... / 是如何律動的
SRC00087,26,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000025,L0014,L0014_C0001,00:00:00.000 - 00:05:00.000,previous_pack:data/full_transcript_clean.jsonl:L0014:segments=1-123,explain,yes,接下来我们要示范的一个姿势叫做策务室 / 策务室比较适合什么样子的情况 什么内心 / ... / 吸气的时候腹部聋起
SRC00087,27,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000026,L0014,L0014_C0002,00:05:00.000 - 00:10:00.000,previous_pack:data/full_transcript_clean.jsonl:L0014:segments=124-272,explain,yes,盘底肌放松 / 臀部往后翘 / ... / 吸气
SRC00087,28,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000027,L0014,L0014_C0003,00:10:00.000 - 00:10:24.000,previous_pack:data/full_transcript_clean.jsonl:L0014:segments=273-286,explain,yes,臀底肌放松 / 腹部容起 / ... / 可以去大胆尝试的一个姿势哦
SRC00087,29,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000028,L0015,L0015_C0001,00:00:00.000 - 00:05:00.000,previous_pack:data/full_transcript_clean.jsonl:L0015:segments=1-137,explain,yes,[已脱敏_仅保留高层词族:sensitive_adult_or_health_risk; 原文细节未复制; review_gate=professional_review_required]
SRC00087,36,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000035,L0018,L0018_C0001,00:00:00.000 - 00:03:51.840,previous_pack:data/full_transcript_clean.jsonl:L0018:segments=1-90,explain,yes,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required]
SRC00087,37,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000036,L0019,L0019_C0001,00:00:00.000 - 00:05:00.000,previous_pack:data/full_transcript_clean.jsonl:L0019:segments=1-111,explain,yes,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required]
SRC00087,38,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000037,L0019,L0019_C0002,00:05:00.000 - 00:08:27.840,previous_pack:data/full_transcript_clean.jsonl:L0019:segments=112-218,explain,yes,[已脱敏_仅保留高层词族:sensitive_adult_or_health_risk; 原文细节未复制; review_gate=professional_review_required]
SRC00087,39,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000038,L0020,L0020_C0001,00:00:00.000 - 00:05:00.000,previous_pack:data/full_transcript_clean.jsonl:L0020:segments=1-102,explain,yes,嗯 开始 / 有感觉 或者我做女生会说反而感觉到不舒服顶着难受等等等等的 / ... / 那么也会造成一个
SRC00087,42,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000041,L0022,L0022_C0001,00:00:00.000 - 00:05:00.000,previous_pack:data/full_transcript_clean.jsonl:L0022:segments=1-124,explain,yes,接下来我们要示范的一个姿势叫做策卧室 / 策卧室比较适合什么样子的情况什么类型 / ... / 吸吸的时候腐蝕揉起
SRC00087,43,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000042,L0022,L0022_C0002,00:05:00.000 - 00:10:00.000,previous_pack:data/full_transcript_clean.jsonl:L0022:segments=125-272,explain,yes,盘底肌放松 / 臀部往后翘 / ... / 吸气
SRC00087,44,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000043,L0022,L0022_C0003,00:10:00.000 - 00:10:23.520,previous_pack:data/full_transcript_clean.jsonl:L0022:segments=273-285,explain,yes,盘地机放松 / 扶骨龙起 / ... / 可以去大胆尝试的一个姿势哦
SRC00087,45,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000044,L0023,L0023_C0001,00:00:00.000 - 00:05:00.000,previous_pack:data/full_transcript_clean.jsonl:L0023:segments=1-83,explain,yes,[已脱敏_仅保留高层词族:sensitive_adult_or_health_risk; 原文细节未复制; review_gate=professional_review_required]
SRC00087,46,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000045,L0023,L0023_C0002,00:05:00.000 - 00:10:00.000,previous_pack:data/full_transcript_clean.jsonl:L0023:segments=84-188,emphasize,yes,[已脱敏_仅保留高层词族:sensitive_adult_or_health_risk; 原文细节未复制; review_gate=professional_review_required]
SRC00087,51,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000050,L0025,L0025_C0003,00:10:00.000 - 00:15:00.000,previous_pack:data/full_transcript_clean.jsonl:L0025:segments=188-273,emphasize,yes,向上 向遠拉高 / 注意胳膊軸保持著微曲 / ... / 我都是做兩組
SRC00087,53,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000052,L0025,L0025_C0005,00:20:00.000 - 00:23:53.435,previous_pack:data/full_transcript_clean.jsonl:L0025:segments=358-410,emphasize,yes,OK 注意 / 你的手肘略微保持著微曲 / ... / 再放鬆
SRC00087,54,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000053,L0026,L0026_C0001,00:00:00.000 - 00:05:00.000,previous_pack:data/full_transcript_clean.jsonl:L0026:segments=1-77,explain,yes,準備開始 / 好的 接下來我們來到我們的第三個小節是臀腿的染指 / ... / 十二個為一組一共做兩組開始
SRC00087,55,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000054,L0026,L0026_C0002,00:05:00.000 - 00:10:00.000,previous_pack:data/full_transcript_clean.jsonl:L0026:segments=78-163,explain,yes,好的第二組準備開始 / 第十個動作包腳里啊 / ... / 第二組開始
SRC00087,56,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000055,L0026,L0026_C0003,00:10:00.000 - 00:13:06.290,previous_pack:data/full_transcript_clean.jsonl:L0026:segments=164-178,explain,yes,要不要滑椅子在這邊 / 會啊 / ... / 好 準備第二組開始
SRC00087,61,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000060,L0029,L0029_C0001,00:00:00.000 - 00:01:31.095,previous_pack:data/full_transcript_clean.jsonl:L0029:segments=1-26,explain,yes,准备 开始 / 好的 我们的亚林的第五组练习是针对于我们的核心的塑造 / ... / 核心那个放大一点
SRC00087,63,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000062,L0031,L0031_C0001,00:00:00.000 - 00:05:00.000,previous_pack:data/full_transcript_clean.jsonl:L0031:segments=1-95,explain,yes,好的 你們好嗎 / 好了 / ... / 如果是需要進階的姐妹
SRC00087,70,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000069,L0035,L0035_C0003,00:10:00.000 - 00:15:00.000,previous_pack:data/full_transcript_clean.jsonl:L0035:segments=179-250,emphasize,yes,"向臉拉高 / 注意 / ... / 好,十二個背肌一共破量開始"
SRC00087,72,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000071,L0035,L0035_C0005,00:20:00.000 - 00:23:53.932,previous_pack:data/full_transcript_clean.jsonl:L0035:segments=327-386,explain,yes,不要完全登紙 / 保持著微曲的狀態 / ... / 一起來 三二一
SRC00087,73,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000072,L0036,L0036_C0001,00:00:00.000 - 00:05:00.000,previous_pack:data/full_transcript_clean.jsonl:L0036:segments=1-60,explain,yes,好的 准备开始 / 好的 接下来我们来到我们的第三个小节诗 / ... / 呼气 开始
SRC00087,74,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000073,L0036,L0036_C0002,00:05:00.000 - 00:10:00.000,previous_pack:data/full_transcript_clean.jsonl:L0036:segments=61-128,explain,yes,刚才是两个身体 / 刚才是两个动作 / ... / 第二组开始
SRC00087,76,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000075,L0037,L0037_C0001,00:00:00.000 - 00:05:00.000,previous_pack:data/full_transcript_clean.jsonl:L0037:segments=1-1,explain,yes,好了 准备 开始
SRC00087,78,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000077,L0038,L0038_C0001,00:00:00.000 - 00:05:00.000,previous_pack:data/full_transcript_clean.jsonl:L0038:segments=1-1,explain,yes,好了 准备 开始
SRC00087,80,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000079,L0039,L0039_C0001,00:00:00.000 - 00:01:38.599,previous_pack:data/full_transcript_clean.jsonl:L0039:segments=1-17,explain,yes,来 准备 开始 / 我们的龙的眼的电影主流戏是针对我们的核心的缩造 / ... / 特门条
SRC00087,84,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000083,L0041,L0041_C0002,00:05:00.000 - 00:10:00.000,previous_pack:data/full_transcript_clean.jsonl:L0041:segments=182-390,explain,yes,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk/sensitive_operation_risk; 原文细节未复制; review_gate=professional_review_required]
SRC00087,86,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000085,L0042,L0042_C0001,00:00:00.000 - 00:05:00.000,previous_pack:data/full_transcript_clean.jsonl:L0042:segments=1-167,explain,yes,[已脱敏_仅保留高层词族:adult_body_part_risk/pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required]
SRC00087,89,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000088,L0043,L0043_C0001,00:00:00.000 - 00:05:00.000,previous_pack:data/full_transcript_clean.jsonl:L0043:segments=1-179,explain,yes,学习了我们花园就先知道我们是什么类型过后 / 接下来蓝星老师要给你分享 / ... / 然后呢皮肤会老化
SRC00087,90,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000089,L0043,L0043_C0002,00:05:00.000 - 00:06:46.500,previous_pack:data/full_transcript_clean.jsonl:L0043:segments=180-222,explain,yes,还会发红 / 还会变得非常的敏感 / ... / 接下来会教大家我们花园护理的流程和方法哦
SRC00087,93,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000092,L0045,L0045_C0001,00:00:00.000 - 00:05:00.000,previous_pack:data/full_transcript_clean.jsonl:L0045:segments=1-148,explain,yes,接下来我们就要开始来认识我们女生的花园酒行了 / 除了了解我们女生的整个外形 / ... / 一旦你真正的获得她的了解过后
SRC00087,95,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000094,L0045,L0045_C0003,00:10:00.000 - 00:10:34.000,previous_pack:data/full_transcript_clean.jsonl:L0045:segments=307-322,explain,yes,我们也要容易怎么样去护理她 / 每一种内心的女生 / ... / 护护自己
SRC00087,96,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000095,L0046,L0046_C0001,00:00:00.000 - 00:05:00.000,previous_pack:data/full_transcript_clean.jsonl:L0046:segments=1-193,explain,yes,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required]
SRC00087,97,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000096,L0046,L0046_C0002,00:05:00.000 - 00:10:00.000,previous_pack:data/full_transcript_clean.jsonl:L0046:segments=194-372,explain,yes,通过这个负重和垂吊 / 可以帮我们把我们生成的肌肉群 / ... / 有着非常大的一个关系
SRC00087,98,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000097,L0046,L0046_C0003,00:10:00.000 - 00:15:00.000,previous_pack:data/full_transcript_clean.jsonl:L0046:segments=373-563,explain,yes,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required]
SRC00087,100,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000099,L0046,L0046_C0005,00:20:00.000 - 00:22:30.933,previous_pack:data/full_transcript_clean.jsonl:L0046:segments=776-853,question,yes,错误的 / 我们只要经过怀孕 / ... / 如何去训练我们的爱情机了
SRC00087,101,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000100,L0047,L0047_C0001,00:00:00.000 - 00:05:00.000,previous_pack:data/full_transcript_clean.jsonl:L0047:segments=1-176,explain,yes,[已脱敏_仅保留高层词族:adult_intimacy_risk/pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required]
SRC00087,102,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000101,L0047,L0047_C0002,00:05:00.000 - 00:10:00.000,previous_pack:data/full_transcript_clean.jsonl:L0047:segments=177-365,question,yes,他伴侣就是表现出来的非常的这种无趣 / 然后也没有他的兴趣 / ... / 如何才能够跳好我们的双人爱情舞蹈
SRC00087,105,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000104,L0049,L0049_C0001,00:00:00.000 - 00:05:00.000,previous_pack:data/full_transcript_clean.jsonl:L0049:segments=1-173,explain,yes,那既然我們要學技巧 / 那接下來我們要進入詩戰訓練 / ... / 因為男生喜歡抽擦
SRC00087,107,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000106,L0050,L0050_C0001,00:00:00.000 - 00:05:00.000,previous_pack:data/full_transcript_clean.jsonl:L0050:segments=1-125,question,yes,"好的,接下来就要教姐妹们如何做我们的花园spot了 / 那我们要请出我们的unie小姐姐来为大家示范一下 / ... / 供血轮力不足"
SRC00087,108,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000107,L0050,L0050_C0002,00:05:00.000 - 00:08:23.700,previous_pack:data/full_transcript_clean.jsonl:L0050:segments=126-208,explain,yes,[已脱敏_仅保留高层词族:sensitive_adult_or_health_risk; 原文细节未复制; review_gate=professional_review_required]
SRC00087,112,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000111,L0051,L0051_C0004,00:15:00.000 - 00:20:00.000,previous_pack:data/full_transcript_clean.jsonl:L0051:segments=524-667,explain,yes,讓我們的整個膀底 / 左前右後來 / ... / 感受我們整個大骨盆
SRC00087,115,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000114,L0052,L0052_C0001,00:00:00.000 - 00:05:00.000,previous_pack:data/full_transcript_clean.jsonl:L0052:segments=1-144,explain,yes,首先我们练习的位置是我们的整个骨盆 / 包括还有我们的盆地机 / ... / 呼气回
SRC00087,116,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000115,L0052,L0052_C0002,00:05:00.000 - 00:10:00.000,previous_pack:data/full_transcript_clean.jsonl:L0052:segments=145-265,explain,yes,吸气推 / 呼气回 / ... / 吸气 向前
SRC00087,117,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000116,L0052,L0052_C0003,00:10:00.000 - 00:12:10.337,previous_pack:data/full_transcript_clean.jsonl:L0052:segments=266-317,explain,yes,呼气 向后 / 好 学习一下 / ... / 我们接下来的练习要更上一个台阶了
SRC00087,119,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000118,L0054,L0054_C0001,00:00:00.000 - 00:05:00.000,previous_pack:data/full_transcript_clean.jsonl:L0054:segments=1-153,emphasize,yes,双角病人把注意力量 / 来到我们的整个盘底的核心 / ... / 就像农卷风一点点化大
SRC00087,120,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000119,L0054,L0054_C0002,00:05:00.000 - 00:10:00.000,previous_pack:data/full_transcript_clean.jsonl:L0054:segments=154-322,explain,yes,[已脱敏_仅保留高层词族:sensitive_adult_or_health_risk; 原文细节未复制; review_gate=professional_review_required]
SRC00087,122,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000121,L0055,L0055_C0001,00:00:00.000 - 00:05:00.000,previous_pack:data/full_transcript_clean.jsonl:L0055:segments=1-150,explain,yes,Hello 大家好 我是蓝星老师 / 欢迎来到紧帧位动力盘底功能训练 / ... / 舒适有感觉就可以了
SRC00087,124,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000123,L0055,L0055_C0003,00:10:00.000 - 00:15:00.000,previous_pack:data/full_transcript_clean.jsonl:L0055:segments=295-423,explain,yes,接下來我們跟隨著音樂和呼吸的聲音 / 一起來去 / ... / 拉伸
SRC00087,126,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000125,L0055,L0055_C0005,00:20:00.000 - 00:25:00.000,previous_pack:data/full_transcript_clean.jsonl:L0055:segments=543-649,explain,yes,頭部自然放鬆下垂 / 呼氣放 / ... / 停在這裡感受一下
SRC00087,127,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000126,L0055,L0055_C0006,00:25:00.000 - 00:30:00.000,previous_pack:data/full_transcript_clean.jsonl:L0055:segments=650-758,explain,yes,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required]
SRC00087,128,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000127,L0055,L0055_C0007,00:30:00.000 - 00:35:00.000,previous_pack:data/full_transcript_clean.jsonl:L0055:segments=759-875,explain,yes,加油 收法 / 收法 / ... / 音道向上提
SRC00087,131,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000130,L0056,L0056_C0002,00:05:00.000 - 00:10:00.000,previous_pack:data/full_transcript_clean.jsonl:L0056:segments=183-385,explain,yes,从我们的会音开始先收缩 / 音道在向内向上吸 / ... / 带动我们的整个脊柱
SRC00087,132,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000131,L0056,L0056_C0003,00:10:00.000 - 00:15:00.000,previous_pack:data/full_transcript_clean.jsonl:L0056:segments=386-558,explain,yes,去进行延展 / 我们也请安妮老师 / ... / 呼气放
SRC00087,133,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000132,L0056,L0056_C0004,00:15:00.000 - 00:18:34.100,previous_pack:data/full_transcript_clean.jsonl:L0056:segments=559-621,explain,yes,吸气收 / 呼气放 / ... / 学会了记得练习起来哦
SRC00087,134,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000133,L0057,L0057_C0001,00:00:00.000 - 00:05:00.000,previous_pack:data/full_transcript_clean.jsonl:L0057:segments=1-151,explain,yes,[已脱敏_仅保留高层词族:sensitive_adult_or_health_risk; 原文细节未复制; review_gate=professional_review_required]
SRC00087,136,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000135,L0058,L0058_C0001,00:00:00.000 - 00:04:01.800,previous_pack:data/full_transcript_clean.jsonl:L0058:segments=1-117,explain,yes,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required]
SRC00087,139,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000138,L0060,L0060_C0001,00:00:00.000 - 00:05:00.000,previous_pack:data/full_transcript_clean.jsonl:L0060:segments=1-146,explain,yes,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required]
SRC00087,141,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000140,L0060,L0060_C0003,00:10:00.000 - 00:15:00.000,previous_pack:data/full_transcript_clean.jsonl:L0060:segments=287-434,explain,yes,吸气 / 感受会音横肌向两边延展 / ... / 这个时候
SRC00087,142,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000141,L0060,L0060_C0004,00:15:00.000 - 00:17:20.000,previous_pack:data/full_transcript_clean.jsonl:L0060:segments=435-513,explain,yes,我们可以继续闭上眼睛 / 去感受一下我们的骨盆 / ... / 对于我们的睡眠也是非常好的帮助的
SRC00087,143,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000142,L0061,L0061_C0001,00:00:00.000 - 00:05:00.000,previous_pack:data/full_transcript_clean.jsonl:L0061:segments=1-133,explain,yes,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required]
SRC00087,144,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/data/live_project_bridge_fields.csv,LB000143,L0061,L0061_C0002,00:05:00.000 - 00:06:53.153,previous_pack:data/full_transcript_clean.jsonl:L0061:segments=134-179,explain,yes,感受吸气拉伸打开 / 想象这里就像一个球在向两边扩张 / ... / 我们一起来专注的练习起来吧
